"scientific_name" "category" "criteria"
"Pomacanthus semicirculatus" "LC" NA
"Paracentropyge multifasciata" "LC" NA
"Apolemichthys xanthotis" "LC" NA
"Centropyge debelius" "LC" NA
"Centropyge eibli" "LC" NA
"Genicanthus semifasciatus" "LC" NA
"Chaetodontoplus duboulayi" "LC" NA
"Centropyge interruptus" "LC" NA
"Centropyge vrolikii" "LC" NA
"Holacanthus clarionensis" "VU" "D2"
"Pomacanthus imperator" "LC" NA
"Chaetodontoplus dimidiatus" "LC" NA
"Genicanthus bellus" "LC" NA
"Centropyge aurantonotus" "LC" NA
"Genicanthus semicinctus" "LC" NA
"Pomacanthus navarchus" "LC" NA
"Centropyge nox" "LC" NA
"Apolemichthys guezei" "DD" NA
"Chaetodontoplus conspicillatus" "LC" NA
"Centropyge bispinosa" "LC" NA
"Genicanthus watanabei" "LC" NA
"Pomacanthus annularis" "LC" NA
"Genicanthus personatus" "LC" NA
"Centropyge shepardi" "LC" NA
"Centropyge multispinis" "LC" NA
"Centropyge flavissima" "LC" NA
"Holacanthus tricolor" "LC" NA
"Holacanthus passer" "LC" NA
"Chaetodontoplus personifer" "LC" NA
"Chaetodontoplus septentrionalis" "LC" NA
"Holacanthus ciliaris" "LC" NA
"Chaetodontoplus mesoleucus" "LC" NA
"Pygoplites diacanthus" "LC" NA
"Pomacanthus arcuatus" "LC" NA
"Genicanthus lamarck" "LC" NA
"Pomacanthus zonipectus" "LC" NA
"Centropyge joculator" "LC" NA
"Chaetodontoplus meredithi" "LC" NA
"Chaetodontoplus niger" "LC" NA
"Centropyge aurantia" "LC" NA
"Chaetodontoplus caeruleopunctatus" "DD" NA
"Centropyge flavipectoralis" "LC" NA
"Centropyge multicolor" "LC" NA
"Centropyge nigriocellus" "LC" NA
"Pomacanthus paru" "LC" NA
"Centropyge potteri" "LC" NA
"Centropyge venusta" "LC" NA
"Centropyge tibicen" "LC" NA
"Centropyge bicolor" "LC" NA
"Centropyge narcosis" "LC" NA
"Chromis cyanea" "LC" NA
"Conocara nigrum" "DD" NA
"Distoechodon tumirostris" "LC" NA
"Huigobio chenhsienensis" "LC" NA
"Tanichthys albonubes" "DD" NA
"Siniperca fortis" "DD" NA
"Garra yiliangensis" "DD" NA
"Siniperca obscura" "LC" NA
"Takifugu orbimaculatus" "LC" NA
"Siniperca roulei" "DD" NA
"Hypseleotris compressocephalus" "LC" NA
"Leptobotia pellegrini" "LC" NA
"Megalobrama amblycephala" "LC" NA
"Sinogastromyzon sichangensis" "LC" NA
"Hypophthalmichthys molitrix" "NT" NA
"Tachysurus adiposalis" "LC" NA
"Pseudogobio vaillanti" "LC" NA
"Acrossocheilus yunnanensis" "LC" NA
"Cirrhinus molitorella" "NT" NA
"Gobiobotia tungi" "DD" NA
"Paralepidocephalus yui" "EN" "B1ab(iii)"
"Onychostoma rarum" "DD" NA
"Pseudobagrus ondon" "LC" NA
"Beaufortia polylepis" "LC" NA
"Balitora longibarbata" "LC" NA
"Clarias macrocephalus" "NT" NA
"Glyptothorax pallozonus" "DD" NA
"Toxabramis hoffmanni" "DD" NA
"Hemiculter tchangi" "DD" NA
"Rhodeus lighti" "LC" NA
"Anabarilius qiluensis" "CR" "B1ab(ii,iii,v)"
"Parabotia maculosa" "LC" NA
"Tachysurus fulvidraco" "LC" NA
"Pseudorasbora elongata" "LC" NA
"Anabarilius maculatus" "DD" NA
"Microphysogobio tungtingensis" "NT" NA
"Cyprinus ilishaestomus" "CR" "B1ab(iii)"
"Formosania tinkhami" "LC" NA
"Protomyzon pachychilus" "LC" NA
"Hemibarbus umbrifer" "LC" NA
"Bangana decorus" "CR" "A2ace"
"Acrossocheilus iridescens" "DD" NA
"Sinibrama macrops" "LC" NA
"Gnathopogon taeniellus" "DD" NA
"Platysmacheilus exiguus" "LC" NA
"Culter recurviceps" "LC" NA
"Ptychidio macrops" "DD" NA
"Cobitis arenae" "DD" NA
"Cyprinus barbatus" "CR" "C2a(ii)"
"Chanodichthys dabryi" "LC" NA
"Pelteobagrus argentivittatus" "LC" NA
"Beaufortia cyclica" "LC" NA
"Sinogastromyzon szechuanensis" "LC" NA
"Rectoris luxiensis" "DD" NA
"Sinocyclocheilus yangzongensis" "CR" "B1ab(iii,v)"
"Bangana yunnanensis" "DD" NA
"Sinocyclocheilus tingi" "EN" "B1ab(iii,v)+2ab(iii,v)"
"Onychostoma barbatulum" "DD" NA
"Hemibarbus longirostris" "LC" NA
"Acrossocheilus parallens" "LC" NA
"Garra orientalis" "LC" NA
"Rhodeus sinensis" "LC" NA
"Anabarilius macrolepis" "EX" NA
"Paranemachilus genilepis" "DD" NA
"Anabarilius transmontanus" "DD" NA
"Channa gachua" "LC" NA
"Sarcocheilichthys sinensis" "LC" NA
"Rhodeus fangi" "LC" NA
"Silurus meridionalis" "LC" NA
"Pterocryptis anomala" "LC" NA
"Parabotia lijiangensis" "DD" NA
"Micronemacheilus pulcher" "LC" NA
"Microphysogobio fukiensis" "LC" NA
"Acheilognathus macropterus" "DD" NA
"Cyprinus multitaeniata" "NT" NA
"Vanmanenia pingchowensis" "LC" NA
"Cyprinus longzhouensis" "DD" NA
"Anabarilius yangzonensis" "CR" "B1ab(iii,v)"
"Discogobio yunnanensis" "LC" NA
"Bangana wui" "DD" NA
"Acrossocheilus hemispinus" "LC" NA
"Siniperca undulata" "NT" NA
"Pseudogyrinocheilus prochilus" "LC" NA
"Acheilognathus barbatulus" "LC" NA
"Glossogobius olivaceus" "LC" NA
"Schizothorax wangchiachii" "NT" NA
"Cirrhinus mrigala" "LC" NA
"Microphysogobio tafangensis" "LC" NA
"Monopterus albus" "LC" NA
"Sinogastromyzon wui" "LC" NA
"Sinibotia zebra" "DD" NA
"Sarcocheilichthys parvus" "LC" NA
"Pseudolaubuca engraulis" "LC" NA
"Microphysogobio chinssuensis" "LC" NA
"Cyprinus fuxianensis" "CR" "A2bcde"
"Pseudogastromyzon fangi" "LC" NA
"Hemimyzon macroptera" "LC" NA
"Squalidus wolterstorffi" "LC" NA
"Xiurenbagrus xiurenensis" "DD" NA
"Parasinilabeo assimilis" "VU" "B1ab(i,ii,iii)"
"Ptychidio jordani" "CR" "A2d"
"Atrilinea roulei" "LC" NA
"Pareuchiloglanis longicauda" "LC" NA
"Cyprinus yunnanensis" "CR" "B1ab(iii,v)"
"Acheilognathus taenianalis" "LC" NA
"Leptobotia guilinensis" "LC" NA
"Aphyocypris chinensis" "LC" NA
"Microphysogobio kiatingensis" "LC" NA
"Anabarilius andersoni" "CR" "B1ab(iii,v)"
"Yaoshanicus arcus" "LC" NA
"Acheilognathus tonkinensis" "DD" NA
"Discogobio tetrabarbatus" "LC" NA
"Hemiculterella sauvagei" "LC" NA
"Acrossocheilus beijiangensis" "LC" NA
"Acrossocheilus rendahli" "NT" NA
"Parabotia banarescui" "DD" NA
"Poropuntius chonglingchungi" "CR" "B1a+2ab(ii,v)"
"Glyptothorax fokiensis" "LC" NA
"Pseudogastromyzon myersi" "LC" NA
"Yunnanilus pleurotaenia" "VU" "B1ab(i,iii,v)"
"Hemibagrus macropterus" "LC" NA
"Beaufortia pingi" "LC" NA
"Parabotia fasciata" "LC" NA
"Onychostoma barbatum" "DD" NA
"Percocypris pingi" "NT" NA
"Cyprinus chilia" "EN" "A2acde; B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)"
"Cranoglanis bouderius" "VU" "A2ae+4ae"
"Botia rostrata" "VU" "A2cd"
"Syncrossus berdmorei" "NT" NA
"Lepidocephalichthys berdmorei" "LC" NA
"Pseudolaguvia ribeiroi" "LC" NA
"Pangasius pangasius" "LC" NA
"Glyptothorax gracilis" "DD" NA
"Chandramara chandramara" "LC" NA
"Osteobrama cotio" "LC" NA
"Sisor rabdophorus" "LC" NA
"Mystus cavasius" "LC" NA
"Ophisternon bengalense" "LC" NA
"Chagunius chagunio" "LC" NA
"Garra naganensis" "LC" NA
"Glyptothorax pectinopterus" "LC" NA
"Pseudolaguvia kapuri" "LC" NA
"Erethistes pusillus" "LC" NA
"Garra kempi" "LC" NA
"Lepidocephalichthys irrorata" "LC" NA
"Bangana dero" "LC" NA
"Gibelion catla" "LC" NA
"Tetraodon cutcutia" "LC" NA
"Pareuchiloglanis kamengensis" "DD" NA
"Corica soborna" "LC" NA
"Nandus nandus" "LC" NA
"Glyptothorax stolickae" "LC" NA
"Aborichthys elongatus" "LC" NA
"Schistura scaturigina" "LC" NA
"Notopterus notopterus" "LC" NA
"Aplocheilus lineatus" "LC" NA
"Gagata gagata" "LC" NA
"Labeo gonius" "LC" NA
"Channa punctata" "LC" NA
"Physoschistura elongata" "VU" "B1ab(iii)"
"Dermogenys brachynotopterus" "DD" NA
"Rasbora rasbora" "LC" NA
"Puntius chola" "LC" NA
"Trichogaster lalius" "LC" NA
"Setipinna phasa" "LC" NA
"Hemibagrus menoda" "LC" NA
"Mystus tengara" "LC" NA
"Trichogaster chuna" "LC" NA
"Ailia coila" "NT" NA
"Ailia punctata" "DD" NA
"Neolissochilus hexastichus" "NT" NA
"Labeo nandina" "NT" NA
"Garra mcclellandi" "LC" NA
"Devario aequipinnatus" "LC" NA
"Olyra horae" "DD" NA
"Amblyceps mangois" "LC" NA
"Schistura rupecula" "LC" NA
"Raiamas bola" "LC" NA
"Acanthocobitis botia" "LC" NA
"Rasbora daniconius" "LC" NA
"Wallago attu" "NT" NA
"Cabdio morar" "LC" NA
"Pseudolaguvia shawi" "LC" NA
"Schistura prashadi" "VU" "B1ab(iii)"
"Macrognathus guentheri" "LC" NA
"Gogangra viridescens" "LC" NA
"Sperata seenghala" "LC" NA
"Rhinomugil corsula" "LC" NA
"Neolissochilus hexagonolepis" "NT" NA
"Devario horai" "EN" "B2ab(iii)"
"Arius gagora" "NT" NA
"Nemacheilus pavonaceus" "VU" "B1ab(iii)"
"Trichogaster fasciata" "LC" NA
"Eutropiichthys murius" "LC" NA
"Danio rerio" "LC" NA
"Bangana ariza" "LC" NA
"Garo khajuriai" "NT" NA
"Eutropiichthys vacha" "LC" NA
"Barilius bonarensis" "DD" NA
"Schistura zonata" "DD" NA
"Salmophasia boopis" "LC" NA
"Barilius barila" "LC" NA
"Schistura devdevi" "NT" NA
"Labeo pangusia" "NT" NA
"Chela cachius" "LC" NA
"Lepidocephalichthys annandalei" "LC" NA
"Labeo fimbriatus" "LC" NA
"Barilius barna" "LC" NA
"Salmophasia bacaila" "LC" NA
"Bagarius yarrelli" "NT" NA
"Barilius dimorphicus" "VU" "D2"
"Chanda nama" "LC" NA
"Aborichthys tikaderi" "VU" "D2"
"Semiplotus modestus" "DD" NA
"Ompok pabda" "NT" NA
"Chitala chitala" "NT" NA
"Parambassis lala" "NT" NA
"Securicula gora" "LC" NA
"Glyptothorax alaknandi" "LC" NA
"Salmophasia sardinella" "LC" NA
"Hara horai" "LC" NA
"Mystus montanus" "LC" NA
"Gonialosa manmina" "LC" NA
"Glyptothorax trilineatus" "LC" NA
"Amblypharyngodon mola" "LC" NA
"Xenentodon cancila" "LC" NA
"Gudusia chapra" "LC" NA
"Conta conta" "DD" NA
"Garra lamta" "LC" NA
"Devario devario" "LC" NA
"Bagarius bagarius" "NT" NA
"Cirrhinus cirrhosus" "VU" "D2"
"Salmophasia phulo" "LC" NA
"Schistura beavani" "LC" NA
"Danio dangila" "LC" NA
"Botia histrionica" "LC" NA
"Glyptothorax cavia" "LC" NA
"Pangio pangia" "LC" NA
"Macrognathus pancalus" "LC" NA
"Anabas testudineus" "DD" NA
"Olyra longicaudata" "LC" NA
"Schistura savona" "LC" NA
"Glyptothorax conirostris" "DD" NA
"Exostoma labiatum" "LC" NA
"Glyptothorax garhwali" "LC" NA
"Bangana almorae" "VU" "D2"
"Pisodonophis boro" "LC" NA
"Monopterus cuchia" "LC" NA
"Barilius vagra" "LC" NA
"Batasio tengana" "LC" NA
"Glyptothorax brevipinnis" "DD" NA
"Glyptothorax saisii" "VU" "B1ab(iii)+2ab(iii); D2"
"Gagata cenia" "LC" NA
"Puntius terio" "LC" NA
"Barilius shacra" "LC" NA
"Channa striata" "LC" NA
"Salmophasia acinaces" "LC" NA
"Glyptothorax telchitta" "LC" NA
"Systomus sarana" "LC" NA
"Clupisoma prateri" "LC" NA
"Pseudambassis ranga" "LC" NA
"Canthophrys gongota" "LC" NA
"Erethistoides montana" "DD" NA
"Hara jerdoni" "LC" NA
"Schistura sikmaiensis" "LC" NA
"Glyptothorax striatus" "NT" NA
"Cyprinion semiplotum" "VU" "A2acde+3cde"
"Sperata aor" "LC" NA
"Clupisoma montana" "LC" NA
"Ompok pabo" "NT" NA
"Batasio batasio" "LC" NA
"Mastacembelus armatus" "LC" NA
"Clupisoma garua" "LC" NA
"Poropuntius clavatus" "NT" NA
"Garra mullya" "LC" NA
"Carinotetraodon travancoricus" "VU" "A2de+3de+4de"
"Aborichthys kempi" "NT" NA
"Anabas cobojius" "DD" NA
"Barilius bendelisis" "LC" NA
"Labeo bata" "LC" NA
"Channa barca" "DD" NA
"Pterocryptis indicus" "DD" NA
"Ctenops nobilis" "NT" NA
"Pillaia indica" "EN" "B1ab(iii)"
"Rita rita" "LC" NA
"Botia dario" "LC" NA
"Barilius tileo" "LC" NA
"Labeo calbasu" "LC" NA
"Garra nasuta" "LC" NA
"Pseudecheneis sulcata" "LC" NA
"Schistura manipurensis" "NT" NA
"Mystus bleekeri" "LC" NA
"Channa amphibeus" "LC" NA
"Clarias batrachus" "LC" NA
"Neolissochilus dukai" "DD" NA
"Glyptothorax sinensis" "DD" NA
"Ompok bimaculatus" "NT" NA
"Parachiloglanis hodgarti" "LC" NA
"Labeo rohita" "LC" NA
"Lepidocephalichthys arunachalensis" "EN" "B1ab(i,ii,iii)+2ab(i,ii,iii)"
"Puntius sophore" "LC" NA
"Aborichthys garoensis" "VU" "B1ab(iii)"
"Labeo dyocheilus" "LC" NA
"Labeo boga" "LC" NA
"Silonia silondia" "LC" NA
"Garra gravelyi" "NT" NA
"Barilius dogarsinghi" "VU" "B1ab(iii)"
"Aspidoparia jaya" "LC" NA
"Mystus gulio" "LC" NA
"Glyptothorax indicus" "LC" NA
"Olyra kempi" "LC" NA
"Garra rupecula" "NT" NA
"Neotropius atherinoides" "LC" NA
"Chaca chaca" "LC" NA
"Exostoma stuarti" "DD" NA
"Schistura kangjupkhulensis" "EN" "A3c+4ac; B2ab(iii,iv,v)"
"Lepidocephalichthys menoni" "DD" NA
"Hara hara" "LC" NA
"Glyptothorax annandalei" "LC" NA
"Laubuca laubuca" "LC" NA
"Channa stewartii" "LC" NA
"Mystus vittatus" "LC" NA
"Cyprinus hyperdorsalis" "DD" NA
"Bangana xanthogenys" "DD" NA
"Bangana lemassoni" "DD" NA
"Onychostoma gerlachi" "NT" NA
"Acrossocheilus lamus" "DD" NA
"Hyporhamphus limbatus" "LC" NA
"Balitora brucei" "NT" NA
"Neosalanx tangkahkeii" "LC" NA
"Semilabeo obscurus" "LC" NA
"Cyclocheilichthys armatus" "LC" NA
"Rhinogobius leavelli" "LC" NA
"Neodontobutis tonkinensis" "DD" NA
"Cyprinus dai" "DD" NA
"Rhinogobius brunneus" "DD" NA
"Ancherythroculter daovantieni" "DD" NA
"Pseudohemiculter dispar" "VU" "A2ce"
"Bangana tonkinensis" "VU" "A2ce"
"Leporinus striatus" "LC" NA
"Hyphessobrycon pulchripinnis" "LC" NA
"Boulengerella xyrekes" "LC" NA
"Microschemobrycon elongatus" "LC" NA
"Hypostomus myersi" "LC" NA
"Corydoras ehrhardti" "LC" NA
"Cyphocharax voga" "LC" NA
"Ossancora fimbriata" "LC" NA
"Chasmocranus rosae" "LC" NA
"Bryconops gracilis" "LC" NA
"Parapimelodus valenciennis" "LC" NA
"Apteronotus apurensis" "DD" NA
"Roeboides affinis" "LC" NA
"Jupiaba poranga" "LC" NA
"Corydoras coppenamensis" "LC" NA
"Brycon amazonicus" "LC" NA
"Characidium schubarti" "LC" NA
"Creagrutus paralacus" "LC" NA
"Brachyplatystoma rousseauxii" "LC" NA
"Leporinus granti" "LC" NA
"Steatogenys elegans" "LC" NA
"Oxyropsis wrightiana" "LC" NA
"Curimata incompta" "LC" NA
"Characidium purpuratum" "LC" NA
"Lepthoplosternum tordilho" "EN" "A2ace; B1ab(i,iii,iv)"
"Characidium pteroides" "LC" NA
"Lithoxus bovallii" "LC" NA
"Pseudotocinclus tietensis" "VU" "B1ab(i,iii,iv,v)"
"Orestias ctenolepis" "VU" "B1ab(iii,v); D2"
"Otothyris rostrata" "LC" NA
"Corydoras adolfoi" "LC" NA
"Harttia longipinna" "LC" NA
"Corydoras gracilis" "LC" NA
"Diapoma terofali" "LC" NA
"Hyphessobrycon megalopterus" "LC" NA
"Moenkhausia georgiae" "LC" NA
"Astyanax guaporensis" "LC" NA
"Bryconamericus emperador" "LC" NA
"Glanidium catharinensis" "DD" NA
"Melanorivulus apiamici" "LC" NA
"Gymnotus jonasi" "LC" NA
"Basilichthys semotilus" "LC" NA
"Cephalosilurus fowleri" "LC" NA
"Simpsonichthys picturatus" "VU" "A2ce"
"Sternarchorhynchus mormyrus" "LC" NA
"Geophagus brachybranchus" "LC" NA
"Hemigrammus hyanuary" "LC" NA
"Bunocephalus knerii" "LC" NA
"Aspidoras maculosus" "LC" NA
"Osteoglossum ferreirai" "LC" NA
"Corymbophanes kaiei" "LC" NA
"Sturisoma tenuirostre" "LC" NA
"Listrura camposi" "VU" "D2"
"Orestias pentlandii" "VU" "B1ab(iii,v); D2"
"Chaetobranchus semifasciatus" "LC" NA
"Leporinus obtusidens" "LC" NA
"Hypostomus varimaculosus" "LC" NA
"Rineloricaria lima" "DD" NA
"Guianacara oelemariensis" "LC" NA
"Orestias olivaceus" "VU" "B1ab(iii,v); D2"
"Electrophorus electricus" "LC" NA
"Lasiancistrus schomburgkii" "LC" NA
"Bivibranchia simulata" "LC" NA
"Characidium lanei" "LC" NA
"Steindachnerina amazonica" "LC" NA
"Crenicichla prenda" "DD" NA
"Auchenipterus nuchalis" "LC" NA
"Hypostomus luteus" "LC" NA
"Parotocinclus longirostris" "LC" NA
"Hypostomus hemiurus" "LC" NA
"Odontesthes regia" "LC" NA
"Teleocichla centisquama" "DD" NA
"Oligosarcus bolivianus" "LC" NA
"Tridensimilis venezuelae" "DD" NA
"Characidium brevirostre" "LC" NA
"Auchenipterus britskii" "LC" NA
"Crenicichla lepidota" "LC" NA
"Anablepsoides lungi" "LC" NA
"Leporinus crassilabris" "LC" NA
"Curimata vittata" "LC" NA
"Hemiodus amazonum" "LC" NA
"Corydoras melini" "LC" NA
"Copionodon pecten" "LC" NA
"Trachelyopterus albicrux" "LC" NA
"Sternopygus aequilabiatus" "LC" NA
"Creagrutus maracaiboensis" "LC" NA
"Parotocinclus haroldoi" "LC" NA
"Trichomycterus longibarbatus" "LC" NA
"Dolichancistrus pediculatus" "LC" NA
"Hemipsilichthys papillatus" "LC" NA
"Platyurosternarchus macrostomus" "LC" NA
"Charax macrolepis" "LC" NA
"Astyanax trierythropterus" "VU" "A2c; B1ab(i,iii,iv)"
"Crenicichla cincta" "LC" NA
"Distocyclus conirostris" "LC" NA
"Pimelodella pappenheimi" "LC" NA
"Pimelodus coprophagus" "LC" NA
"Crossoloricaria venezuelae" "LC" NA
"Brycon orthotaenia" "VU" "A2cd"
"Phenacogaster beni" "LC" NA
"Semaprochilodus taeniurus" "LC" NA
"Trichomycterus stawiarski" "LC" NA
"Melanocharacidium melanopteron" "DD" NA
"Lobodeuterodon euspilurus" "LC" NA
"Odontostilbe microcephala" "LC" NA
"Trichomycterus maracaiboensis" "LC" NA
"Gelanoglanis stroudi" "LC" NA
"Poecilia koperi" "LC" NA
"Epactionotus gracilis" "LC" NA
"Tatia aulopygia" "LC" NA
"Panaque suttonorum" "DD" NA
"Glanapteryx niobium" "LC" NA
"Schizodon rostratus" "LC" NA
"Copella nigrofasciata" "LC" NA
"Pseudostegophilus haemomyzon" "LC" NA
"Hyphessobrycon wajat" "DD" NA
"Austrolebias affinis" "VU" "A2ce"
"Leporinus nijsseni" "LC" NA
"Roeboides bonariensis" "LC" NA
"Bunocephalus coracoideus" "LC" NA
"Hypostomus unae" "LC" NA
"Brycon polylepis" "LC" NA
"Ancistrus piriformis" "LC" NA
"Acestrorhynchus maculipinna" "LC" NA
"Bryconops imitator" "LC" NA
"Astyanax cordovae" "VU" "A2ce; B1ab(i,iii,v)"
"Myoglanis potaroensis" "LC" NA
"Amblydoras monitor" "LC" NA
"Centromochlus reticulatus" "LC" NA
"Dasyloricaria filamentosa" "LC" NA
"Steindachnerina corumbae" "NT" NA
"Deuterodon singularis" "LC" NA
"Brachyrhamdia imitator" "LC" NA
"Apistogramma gephyra" "LC" NA
"Liosomadoras oncinus" "LC" NA
"Spatuloricaria evansii" "LC" NA
"Rineloricaria thrissoceps" "LC" NA
"Corydoras cervinus" "LC" NA
"Pimelodella altipinnis" "DD" NA
"Creagrutus britskii" "LC" NA
"Loricariichthys edentatus" "LC" NA
"Characidium stigmosum" "DD" NA
"Oligosarcus longirostris" "LC" NA
"Rhamphichthys atlanticus" "DD" NA
"Crenicichla macrophthalma" "LC" NA
"Eurycheilichthys limulus" "LC" NA
"Knodus mizquae" "DD" NA
"Ramnogaster melanostoma" "LC" NA
"Orestias silustani" "VU" "B1ab(iii,v)"
"Triportheus rotundatus" "LC" NA
"Acentronichthys leptos" "LC" NA
"Bryconamericus deuterodonoides" "LC" NA
"Hyphessobrycon bentosi" "LC" NA
"Ancistrus dolichopterus" "LC" NA
"Apionichthys nattereri" "LC" NA
"Pimelodella cristata" "LC" NA
"Hypostomus macrops" "LC" NA
"Trichomycterus venulosus" "CR" "D"
"Danionella dracula" "DD" NA
"Danionella mirifica" "DD" NA
"Dermogenys burmanica" "LC" NA
"Ilisha novacula" "LC" NA
"Poropuntius shanensis" "DD" NA
"Hepsetus odoe" "LC" NA
"Odaxothrissa ansorgii" "LC" NA
"Odaxothrissa losera" "LC" NA
"Cyphomyrus macrops" "LC" NA
"Cyphomyrus psittacus" "LC" NA
"Cyphomyrus wilverthi" "LC" NA
"Hippopotamyrus aelsbroecki" "DD" NA
"Hippopotamyrus castor" "LC" NA
"Hippopotamyrus harringtoni" "DD" NA
"Hippopotamyrus macroterops" "DD" NA
"Hippopotamyrus paugyi" "LC" NA
"Hippopotamyrus pictus" "LC" NA
"Hippopotamyrus retrodorsalis" "DD" NA
"Phenacogrammus altus" "LC" NA
"Phenacogrammus ansorgii" "LC" NA
"Phenacogrammus aurantiacus" "LC" NA
"Phenacogrammus bleheri" "DD" NA
"Phenacogrammus deheyni" "LC" NA
"Phenacogrammus interruptus" "LC" NA
"Phenacogrammus major" "LC" NA
"Phenacogrammus polli" "LC" NA
"Phenacogrammus stigmatura" "DD" NA
"Phenacogrammus taeniatus" "DD" NA
"Phenacogrammus urotaenia" "LC" NA
"Channallabes alvarezi" "LC" NA
"Channallabes apus" "LC" NA
"Channallabes longicaudatus" "DD" NA
"Channallabes ogooensis" "DD" NA
"Channallabes sanghaensis" "DD" NA
"Channallabes teugelsi" "DD" NA
"Coptostomabarbus bellcrossi" "DD" NA
"Coptostomabarbus wittei" "LC" NA
"Zaireichthys brevis" "LC" NA
"Zaireichthys dorae" "DD" NA
"Zaireichthys flavomaculatus" "DD" NA
"Zaireichthys heterurus" "LC" NA
"Zaireichthys mandevillei" "DD" NA
"Zaireichthys zonatus" "DD" NA
"Pellonula vorax" "LC" NA
"Garra compressa" "VU" "B1ab(iii)"
"Garra elongata" "NT" NA
"Osteobrama belangeri" "NT" NA
"Raiamas guttatus" "LC" NA
"Acanthocobitis rubidipinnis" "LC" NA
"Schistura multifasciata" "LC" NA
"Barilius radiolatus" "DD" NA
"Devario acuticephala" "VU" "B1ab(ii,iii)"
"Garra lissorhynchus" "LC" NA
"Garra nigricollis" "DD" NA
"Garra manipurensis" "VU" "B1ab(iii); D2"
"Clarias magur" "EN" "A3cde+4acde"
"Schizothorax progastus" "LC" NA
"Schizothorax raraensis" "CR" "B1ab(iii)"
"Pterocryptis barakensis" "EN" "B2ab(i,ii,iii)"
"Silurus burmanensis" "DD" NA
"Pterocryptis gangelica" "DD" NA
"Akysis manipurensis" "DD" NA
"Akysis prashadi" "LC" NA
"Akysis vespertinus" "DD" NA
"Amblyceps apangi" "LC" NA
"Amblyceps arunchalensis" "EN" "B1ab(iii)"
"Amblyceps caecutiens" "DD" NA
"Amblyceps carinatum" "DD" NA
"Amblyceps laticeps" "LC" NA
"Amblyceps murraystuarti" "DD" NA
"Amblyceps tenuispinis" "DD" NA
"Amblyceps torrentis" "DD" NA
"Amblyceps tuberculatum" "DD" NA
"Gymnostomus inornatus" "DD" NA
"Crossocheilus burmanicus" "LC" NA
"Garra bispinosa" "VU" "B1ab(iii); D2"
"Garra flavatra" "VU" "B1ab(iii); D2"
"Garra litanensis" "VU" "B1ab(iii); D2"
"Garra nambulica" "VU" "B1ab(iii); D2"
"Garra paralissorhynchus" "VU" "B1ab(ii,iii)"
"Garra poecilura" "NT" NA
"Garra propulvinus" "NT" NA
"Garra qiaojiensis" "DD" NA
"Garra rakhinica" "NT" NA
"Garra spilota" "NT" NA
"Garra vittatula" "NT" NA
"Acantopsis multistigmatus" "NT" NA
"Aspidoparia ukhrulensis" "DD" NA
"Ayarnangra estuarius" "DD" NA
"Acanthocobitis zonalternans" "LC" NA
"Bangana devdevi" "LC" NA
"Bangana diplostoma" "LC" NA
"Barilius chatricensis" "VU" "D2"
"Barilius lairokensis" "NT" NA
"Barilius ngawa" "VU" "B1ab(iii); D2"
"Badis assamensis" "DD" NA
"Badis badis" "LC" NA
"Badis blosyrus" "LC" NA
"Badis chittagongis" "DD" NA
"Badis corycaeus" "DD" NA
"Badis ferrarisi" "LC" NA
"Badis kanabos" "DD" NA
"Badis tuivaiei" "EN" "B1ab(ii,iii)+2ab(ii,iii)"
"Balitora burmanica" "LC" NA
"Batasio elongatus" "DD" NA
"Batasio fasciolatus" "LC" NA
"Batasio macronotus" "DD" NA
"Batasio merianiensis" "DD" NA
"Batasio procerus" "DD" NA
"Batasio spilurus" "DD" NA
"Cephalocassis jatia" "DD" NA
"Clupisoma bastari" "DD" NA
"Clupisoma roosae" "DD" NA
"Labeo microphthalmus" "LC" NA
"Labeo stolizkae" "DD" NA
"Monopterus hodgarti" "DD" NA
"Laubuca khujairokensis" "VU" "B1ab(iii); D2"
"Poropuntius margarianus" "DD" NA
"Chaetodontoplus poliourus" "LC" NA
"Salmophasia sladoni" "LC" NA
"Schistura singhi" "VU" "B1ab(iii); D2"
"Proeutropiichthys macropthalmos" "LC" NA
"Nangra bucculenta" "DD" NA
"Schistura chindwinica" "VU" "B1ab(iii); D2"
"Hara spinulus" "DD" NA
"Pseudecheneis eddsi" "DD" NA
"Sisor barakensis" "VU" "B1ab(iii); D2"
"Devario assamensis" "VU" "D2"
"Lepidocephalichthys micropogon" "LC" NA
"Neolissochilus spinulosus" "DD" NA
"Oxygymnocypris stewartii" "NT" NA
"Hemibagrus peguensis" "LC" NA
"Triplophysa stewarti" "LC" NA
"Opsarius cocsa" "DD" NA
"Psilorhynchus balitora" "LC" NA
"Glyptothorax kashmirensis" "CR" "A3ce"
"Devario browni" "VU" "D2"
"Myersglanis blythii" "DD" NA
"Indostomus paradoxus" "LC" NA
"Gagata melanopterus" "LC" NA
"Schistura subfusca" "LC" NA
"Pangio apoda" "DD" NA
"Schistura reticulata" "EN" "B1ab(iii,iv)"
"Glyptothorax burmanicus" "LC" NA
"Pseudecheneis crassicauda" "DD" NA
"Channa panaw" "LC" NA
"Ptychobarbus dipogon" "LC" NA
"Sperata aorella" "LC" NA
"Erethistoides ascita" "DD" NA
"Schistura yingjiangensis" "DD" NA
"Hemibagrus microphthalmus" "LC" NA
