"","auto_id","Scientific.name.species","taxon_name_species","taxon_name_infraspecies","TBN學名_infraspecies","name_c.x","name_e","category","criteria","adjusting","taxon_group","name_code","taxon_rank","tp_tid","ra_tid","taibnet_namecode","uuid","rank","class","class_c","order","order_c","family","family_c","genus","genus_c","name_c.y","is_endemic","is_alien","is_protected"
"333",327,"Calidris falcinellus","Calidris falcinellus","Calidris falcinellus","Calidris falcinellus","寬嘴鷸",NA,"NLC","D","[-1]","bird","428563","species",1023791,1023791,NA,"aba0fe4b-f48c-40e9-9b85-a1c996384a95","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Calidris","濱鷸屬","寬嘴鷸"," "," "," "
"334",328,"Calidris acuminata","Calidris acuminata","Calidris acuminata","Calidris acuminata","尖尾濱鷸",NA,"NLC","D","[-1]","bird","380212","species",380212,380212,380212,"aa3a11ed-f656-49b4-be79-7c005ba8ba23","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Calidris","濱鷸屬","尖尾濱鷸"," "," "," "
"335",329,"Calidris alba","Calidris alba","Calidris alba","Calidris alba","三趾濱鷸",NA,"NLC","D","[-2]","bird","380213","species",1023788,1023788,NA,"1c244404-e312-42fe-8dd5-3e6679257312","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Calidris","濱鷸屬","三趾濱鷸"," "," "," "
"336",330,"Larus crassirostris","Larus crassirostris","Larus crassirostris","Larus crassirostris","黑尾鷗",NA,"NLC","C2b","[-2]","bird","380171","species",380171,380171,380171,"cc21f98e-2adc-4a6a-89b0-0ea32f64e734","species","Aves","鳥綱","Charadriiformes","?形目","Laridae","鷗科","Larus","鷗屬","黑尾鷗"," "," "," "
"337",331,"Cuculus micropterus","Cuculus micropterus","Cuculus micropterus","Cuculus micropterus","四聲杜鵑",NA,"NLC","D","[-3]","bird","404571","species",1024054,1024054,NA,"6ecc5c28-f0e5-4918-a0a0-167d19ef60fe","species","Aves","鳥綱","Cuculiformes","鵑形目","Cuculidae","杜鵑科","Cuculus","杜鵑屬","四聲杜鵑"," "," "," "
"338",332,"Cuculus saturatus","Cuculus saturatus","Cuculus saturatus","Cuculus saturatus","北方中杜鵑",NA,"NLC","A; C1","[-1]","bird","420935","species",420935,420935,420935,"e90ae6b7-15bb-437b-9396-adf455be1bd5","species","Aves","鳥綱","Cuculiformes","鵑形目","Cuculidae","杜鵑科","Cuculus","杜鵑屬","喜馬拉雅中杜鵑"," "," "," "
"339",333,"Eudynamys scolopaceus","Eudynamys scolopaceus","Eudynamys scolopaceus","Eudynamys scolopaceus","噪鵑",NA,"NLC","D","[-2]","bird","404585","species",1024296,1024296,NA,"b949ed88-83b1-4790-997a-7cd9d7b8fef1","species","Aves","鳥綱","Cuculiformes","鵑形目","Cuculidae","杜鵑科","Eudynamys","噪鵑屬","噪鵑"," "," "," "
"340",334,"Centropus sinensis","Centropus sinensis","Centropus sinensis","Centropus sinensis","褐翅鴉鵑",NA,"NLC","D","[-1]","bird","432250","species",1023882,1023882,NA,"d60f7459-8764-416a-b447-4b9ef07bc4d3","species","Aves","鳥綱","Cuculiformes","鵑形目","Cuculidae","杜鵑科","Centropus","鴉鵑屬","褐翅鴉鵑"," "," "," "
"341",335,"Hirundapus caudacutus","Hirundapus caudacutus","Hirundapus caudacutus","Hirundapus caudacutus","白喉針尾雨燕",NA,"NLC","D","[-2]","bird","380095","species",1024498,1024498,NA,"fb1c3f91-a16c-48f4-99e5-5f9a6ccd6af3","species","Aves","鳥綱","Apodiformes","雨燕目","Apodidae","雨燕科","Hirundapus","針尾雨燕屬","白喉針尾雨燕"," "," "," "
"342",336,"Halcyon coromanda","Halcyon coromanda","Halcyon coromanda","Halcyon coromanda","赤翡翠",NA,"NLC","C1","[-2]","bird","380274","species",1024451,1024451,NA,"a3142e24-802d-43b9-8335-d7c4388f4c04","species","Aves","鳥綱","Coraciiformes","佛法僧目","Alcedinidae","翠鳥科","Halcyon","翡翠屬","赤翡翠"," "," "," "
"343",337,"Upupa epops","Upupa epops","Upupa epops","Upupa epops","戴勝",NA,"NLC","D","[-1]","bird","432258","species",1025752,1025752,NA,"1a71dd14-c6a1-4374-9589-3213e1db6ea2","species","Aves","鳥綱","Coraciiformes","佛法僧目","Upupidae","戴勝科","Upupa","戴勝屬","戴勝"," "," "," "
"344",338,"Falco tinnunculus","Falco tinnunculus","Falco tinnunculus","Falco tinnunculus","紅隼",NA,"NLC","C1; D","[-2]","bird","380157","species",1024356,1024356,NA,"9f5661de-c843-4aae-9ac9-09c34263aef2","species","Aves","鳥綱","Falconiformes","隼形目","Falconidae","隼科","Falco","隼屬","紅隼"," "," "," "
"345",339,"Falco peregrinus","Falco peregrinus","Falco peregrinus","Falco peregrinus","遊隼",NA,"NLC","D","[-2]","bird","380155","species",1024354,1024354,NA,"6d15baa8-ebdc-48e6-b0e8-76836acbd62e","species","Aves","鳥綱","Falconiformes","隼形目","Falconidae","隼科","Falco","隼屬","遊隼"," "," "," "
"346",340,"Terpsiphone incei","Terpsiphone incei","Terpsiphone incei","Terpsiphone incei","阿穆爾壽帶",NA,"NLC","D","[-2]","bird","432198","species",432198,432198,432198,"1d45a016-63a3-41f3-a28c-6aab93101365","species","Aves","鳥綱","Passeriformes","雀形目","Monarchidae","王鶲科","Terpsiphone","壽帶屬","阿穆爾綬帶"," "," "," "
"347",341,"Acrocephalus bistrigiceps","Acrocephalus bistrigiceps","Acrocephalus bistrigiceps","Acrocephalus bistrigiceps","雙眉葦鶯",NA,"NLC","D","[-1]","bird","380454","species",380454,380454,380454,"5f4a5de8-704b-4fa1-9afb-836c0c5aafdb","species","Aves","鳥綱","Passeriformes","雀形目","Acrocephalidae","葦鶯科","Acrocephalus","葦鶯屬","雙眉葦鶯"," "," "," "
"348",342,"Locustella ochotensis","Locustella ochotensis","Locustella ochotensis","Locustella ochotensis","北蝗鶯",NA,"NLC","C1","[-2]","bird","432283","species",1024674,1024674,NA,"43b353db-13b1-4f14-b6a8-005a29be1789","species","Aves","鳥綱","Passeriformes","雀形目","Locustellidae","蝗鶯科","Locustella","蝗鶯屬","北蝗鶯"," "," "," "
"349",343,"Garrulax canorus","Garrulax canorus","Garrulax canorus","Garrulax canorus","大陸畫眉",NA,"NLC","D","[-2]","bird","432287","species",1024395,1024395,NA,"0b16d184-e6e6-4fcf-a1f5-2ddbd8ca43bd","species","Aves","鳥綱","Passeriformes","雀形目","Leiothrichidae","噪眉科","Garrulax","噪?屬","大陸畫眉"," "," "," "
"350",344,"Copsychus saularis","Copsychus saularis","Copsychus saularis","Copsychus saularis","鵲鴝",NA,"NLC","D","[-2]","bird","419424","species",419424,419424,419424,"be2248e3-4083-4435-9b12-d95dce563bbc","species","Aves","鳥綱","Passeriformes","雀形目","Muscicapidae","鶲科","Copsychus","鵲鴝屬","鵲鴝"," ","Y"," "
"351",345,"Cyanoptila cyanomelana","Cyanoptila cyanomelana","Cyanoptila cyanomelana","Cyanoptila cyanomelana","白腹琉璃",NA,"NLC","D","[-1]","bird","419687","species",1024065,1024065,NA,"ceda3010-eba6-46f7-a24e-f3a717f3b324","species","Aves","鳥綱","Passeriformes","雀形目","Muscicapidae","鶲科","Cyanoptila","白腹藍鶲屬","白腹琉璃"," "," "," "
"352",346,"Myophonus caeruleus","Myophonus caeruleus","Myophonus caeruleus","Myophonus caeruleus","白斑紫嘯鶇",NA,"NLC","D","[-2]","bird","419668","species",419668,419668,419668,"53b0fc82-2b10-4899-b0e8-e7b1f230ca9c","species","Aves","鳥綱","Passeriformes","雀形目","Muscicapidae","鶲科","Myophonus","嘯鶇屬","白斑紫嘯鶇"," "," "," "
"353",347,"Turdus hortulorum","Turdus hortulorum","Turdus hortulorum","Turdus hortulorum","灰背鶇",NA,"NLC","D","[-2]","bird","380403","species",380403,380403,380403,"16427c88-3c38-4cf4-b5a1-9a91118403e2","species","Aves","鳥綱","Passeriformes","雀形目","Turdidae","鶇科","Turdus","鶇屬","灰背鶇"," "," "," "
"354",348,"Turdus cardis","Turdus cardis","Turdus cardis","Turdus cardis","烏灰鶇",NA,"NLC","D","[-2]","bird","380401","species",380401,380401,380401,"66feb8dc-d8f8-4a0f-8a5f-c32dceca9fbb","species","Aves","鳥綱","Passeriformes","雀形目","Turdidae","鶇科","Turdus","鶇屬","烏灰鶇"," "," "," "
"355",349,"Turdus naumanni","Turdus naumanni","Turdus naumanni","Turdus naumanni","紅尾鶇",NA,"NLC","D","[-1]","bird","380405","species",380405,380405,380405,"9e684979-4523-4b90-afb2-cb8b95999f30","species","Aves","鳥綱","Passeriformes","雀形目","Turdidae","鶇科","Turdus","鶇屬","紅尾鶇"," "," "," "
"356",350,"Gracupica nigricollis","Sturnus nigricollis","Sturnus nigricollis","Gracupica nigricollis","黑領椋鳥",NA,"NLC","D","[-3]","bird","419447","species",419447,419447,419447,"1c50ca3b-a032-48a4-9d13-91bcd810a98a","species","Aves","鳥綱","Passeriformes","雀形目","Sturnidae","椋鳥科","Gracupica","斑椋鳥屬","黑領椋鳥"," "," "," "
"357",351,"Agropsar philippensis","Sturnus philippensis","Sturnus philippensis","Agropsar philippensis","小椋鳥",NA,"NLC","D","[-1]","bird","431231","species",431231,431231,431231,"05bf28a2-7480-4340-a0eb-19119b9538df","species","Aves","鳥綱","Passeriformes","雀形目","Sturnidae","椋鳥科","Agropsar","北椋鳥屬","小椋鳥"," "," "," "
"358",352,"Anthus rubescens","Anthus rubescens","Anthus rubescens","Anthus rubescens","黃腹鷚",NA,"NLC","D","[-2]","bird","380423","species",1023595,1023595,NA,"2c47464f-c529-4cef-8fc0-630785635851","species","Aves","鳥綱","Passeriformes","雀形目","Motacillidae","鶺鴒科","Anthus","鷚屬","黃腹鷚"," "," "," "
"359",353,"Emberiza elegans","Emberiza elegans","Emberiza elegans","Emberiza elegans","黃喉?",NA,"NLC","D","[-2]","bird","380346","species",1024221,1024221,NA,"ff1afc87-f949-41e0-94dc-5c88e61e7afb","species","Aves","鳥綱","Passeriformes","雀形目","Emberizidae","?科","Emberiza","?屬","黃喉?"," "," "," "
"360",354,"Emberiza rutila","Emberiza rutila","Emberiza rutila","Emberiza rutila","銹?",NA,"NLC","D","[-2]","bird","380351","species",380351,380351,380351,"0bfdb651-2ec1-4dda-90ae-e0875f85bf4d","species","Aves","鳥綱","Passeriformes","雀形目","Emberizidae","?科","Emberiza","?屬","銹?"," "," "," "
"361",355,"Ptilinopus leclancheri","Ramphiculus leclancheri","Ramphiculus leclancheri taiwanus","Ptilinopus leclancheri longialis","小綠鳩",NA,"NDD"," "," ","bird","432246","infraspecies",1025367,1025367,NA,"ff35c17d-4ad0-4f7e-918d-16cb3a8f9edc","species","Aves","鳥綱","Columbiformes","鴿形目","Columbidae","鳩鴿科","Ptilinopus","果鳩屬","小綠鳩"," "," "," "
"362",356,"Salanx acuticeps","Salanx acuticeps","Salanx acuticeps","Salanx acuticeps","銳頭銀魚",NA,"NEX"," "," ","freshwater fish","381259","species",381259,381259,381259,"0a686200-57ef-43a7-8ddc-74fb69c68aa8","species","Actinopterygii","條鰭魚綱","Osmeriformes","胡瓜魚目","Osmeridae","胡瓜魚科","Salanx","銀魚屬","銳頭銀魚"," "," "," "
"363",357,"Plecoglossus altivelis","Plecoglossus altivelis","Plecoglossus altivelis altivelis","Plecoglossus altivelis altivelis","香魚",NA,"NRE"," "," ","freshwater fish","381258","infraspecies",1025255,1025255,NA,"42815eea-f398-4c52-a399-b7675052113e","species","Actinopterygii","條鰭魚綱","Osmeriformes","胡瓜魚目","Osmeridae","胡瓜魚科","Plecoglossus","香魚屬","香魚"," "," "," "
"364",358,"Myersina yangii","Myersina yangii","Myersina yangii","Myersina yangii","楊氏鋤突?虎",NA,"NRE"," "," ","freshwater fish","381809","species",381809,381809,381809,"1a1e825c-da83-4891-a345-dddafac332fd","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Myersina","鋤突?虎屬","楊氏鋤突?虎"," "," "," "
"365",359,"Sinobdella sinensis","Sinobdella sinensis","Sinobdella sinensis","Sinobdella sinensis","中華刺鰍",NA,"NRE"," "," ","freshwater fish","382957","species",382957,382957,382957,"e28430a2-6add-4229-97ee-928730430945","species","Actinopterygii","條鰭魚綱","Synbranchiformes","合鰓魚目","Mastacembelidae","棘鰍科","Sinobdella","中華刺鰍屬","中華刺鰍"," "," "," "
"366",360,"Anguilla japonica","Anguilla japonica","Anguilla japonica","Anguilla japonica","日本鰻鱺",NA,"NCR","A2ab"," ","freshwater fish","380711","species",380711,380711,380711,"3ccac959-aa94-4269-8440-ab537cb61ce4","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Anguillidae","鰻鱺科","Anguilla","鰻鱺屬","日本鰻鱺"," "," "," "
"367",361,"Rhinogobius lanyuensis","Rhinogobius lanyuensis","Rhinogobius lanyuensis","Rhinogobius lanyuensis","蘭嶼吻?虎",NA,"NCR","B1ab(iii)+2ab(iii)"," ","freshwater fish","381841","species",381841,381841,381841,"29a5affd-82db-4f27-8087-547953db793d","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Rhinogobius","吻?虎屬","蘭嶼吻?虎","Y"," "," "
"368",362,"Squalidus banarescui","Squalidus banarescui","Squalidus banarescui","Squalidus banarescui","巴氏銀鮈",NA,"NCR","B2ab(ii)"," ","freshwater fish","395247","species",395247,395247,395247,"96674ae7-a4d8-4688-a0bf-3e15d0fd2191","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Squalidus","銀鮈屬","巴氏銀鮈","Y"," ","Y"
"369",363,"Aphyocypris amnis","Aphyocypris amnis","Aphyocypris amnis","Aphyocypris amnis","溪流細鯽",NA,"NCR","C1"," ","freshwater fish","395509","species",395509,395509,395509,"93251335-396a-46d5-b77d-684148c7e14f","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Aphyocypris","細鯽屬"," ","Y"," "," "
"370",364,"Hemimyzon taitungensis","Hemimyzon taitungensis","Hemimyzon taitungensis","Hemimyzon taitungensis","臺東間爬岩鰍",NA,"NEN","B1ab(i,ii); EN B2ab(i,ii)"," ","freshwater fish","380992","species",380992,380992,380992,"bc1b317b-7389-4426-b00e-dc22a7667e2f","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Balitoridae","爬鰍科","Hemimyzon","間爬岩鰍屬","臺東間爬岩鰍","Y"," ","Y"
"371",365,"Aphyocypris kikuchii","Aphyocypris kikuchii","Aphyocypris kikuchii","Aphyocypris kikuchii","菊池氏細鯽",NA,"NEN","B1ab(i,ii); B2ab(i,ii)"," ","freshwater fish","380998","species",380998,380998,380998,"bdfc69be-68b1-439c-90d0-be3c949d0a4c","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Aphyocypris","細鯽屬","菊池氏細鯽","Y"," "," "
"372",366,"Distoechodon tumirostris","Distoechodon tumirostris","Distoechodon tumirostris","Distoechodon tumirostris","圓吻?",NA,"NEN","B1ab(i,ii); B2ab(i,ii)"," ","freshwater fish","381008","species",381008,381008,381008,"be5e6dc4-aa9a-476a-aa54-36cfc34eb127","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Distoechodon","圓吻?屬","圓吻?"," "," "," "
"373",367,"Gobiobotia cheni","Gobiobotia cheni","Gobiobotia cheni","Gobiobotia cheni","陳氏鰍鮀",NA,"NEN","B1ab(i,ii); B2ab(i,ii)"," ","freshwater fish","381009","species",381009,381009,381009,"707298c4-85fc-4a84-8257-2d02cd413c95","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Gobiobotia","鰍鮀屬","陳氏鰍鮀","Y"," "," "
"374",368,"Pararasbora moltrechti","Pararasbora moltrechti","Pararasbora moltrechti","Pararasbora moltrechti","臺灣副細鯽",NA,"NEN","B1ab(i,ii,v)+2ab(i,ii,v)"," ","freshwater fish","381020","species",381020,381020,381020,"ba1431a7-f754-4687-88fc-cbae0450977d","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Pararasbora","副細鯽屬","臺灣副細鯽","Y"," ","Y"
"375",369,"Puntius semifasciolatus","Puntius semifasciolatus","Puntius semifasciolatus","Puntius semifasciolatus","半紋小?",NA,"NEN","B1ab(i,ii)+2ab(i,ii)"," ","freshwater fish","381022","species",381022,381022,381022,"d11b18eb-ae8f-460b-985b-ac9042602183","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Puntius","小?屬","半紋小?"," "," "," "
"376",370,"Metzia formosae","Metzia formosae","Metzia formosae","Metzia formosae","臺灣梅氏?",NA,"NEN","B2ab(ii)"," ","freshwater fish","381023","species",381023,381023,381023,"e49be715-553a-4e2c-844e-48337d474042","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Metzia","梅氏?屬","臺灣梅氏?"," "," ","Y"
"377",371,"Rhinogobius delicatus","Rhinogobius delicatus","Rhinogobius delicatus","Rhinogobius delicatus","細斑吻?虎",NA,"NEN","B2ab(i,ii)"," ","freshwater fish","381837","species",381837,381837,381837,"6aeb0d30-117c-4720-afc0-7bc81b16bae8","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Rhinogobius","吻?虎屬","細斑吻?虎","Y"," "," "
"378",372,"Rhinogobius henchuenensis","Rhinogobius henchuenensis","Rhinogobius henchuenensis","Rhinogobius henchuenensis","恆春吻?虎魚",NA,"NEN","B1ab(i,ii)+2ab(i,ii)"," ","freshwater fish","381840","species",381840,381840,381840,"6d47f686-a016-48f1-ba02-4f8a6f90db16","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Rhinogobius","吻?虎屬","恆春吻?虎魚","Y"," "," "
"379",373,"Rhinogobius nantaiensis","Rhinogobius nantaiensis","Rhinogobius nantaiensis","Rhinogobius nantaiensis","南台吻?虎",NA,"NEN","B1ab(i)+2ab(i)"," ","freshwater fish","381844","species",381844,381844,381844,"fc09b1ef-fbd5-471b-a559-30c7aba24cfb","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Rhinogobius","吻?虎屬","南台吻?虎","Y"," "," "
"380",374,"Liobagrus formosanus","Liobagrus formosanus","Liobagrus formosanus","Liobagrus formosanus","臺灣?",NA,"NEN","B1ab(ii)+2ab(ii)"," ","freshwater fish","382917","species",382917,382917,382917,"895740ab-889c-498d-9e7e-61a09f69635a","species","Actinopterygii","條鰭魚綱","Siluriformes","鯰形目","Amblycipitidae","鈍頭鮠科","Liobagrus","屬","臺灣","Y"," ","Y"
"381",375,"Puntius snyderi","Puntius snyderi","Puntius snyderi","Puntius snyderi","斯奈德小?",NA,"NEN","B1ab(i,ii)+2ab(i,ii)"," ","freshwater fish","395245","species",395245,395245,395245,"21f9db13-69e9-44be-8486-a3f3cf4f53f6","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Puntius","小?屬","斯奈德小?"," "," "," "
"382",376,"Oncorhynchus formosanus","Oncorhynchus masou","Oncorhynchus masou formosanus","Oncorhynchus formosanus","臺灣櫻花鉤吻鮭",NA,"NEN","B1ac(ii,iv)+2ac(ii,iv)","[+1]","freshwater fish","Fis-50012","infraspecies",382788,382788,382788,"86411be4-c1f1-43b5-8750-fcdd950eed87","species","Actinopterygii","條鰭魚綱","Salmoniformes","鮭形目","Salmonidae","鮭科","Oncorhynchus","鉤吻鮭屬","臺灣鉤吻鮭","Y"," ","Y"
"383",377,"Oryzias latipes","Oryzias latipes","Oryzias latipes","Oryzias latipes","青?",NA,"NVU","B1ab(ii); B2ab(ii)","[+1]","freshwater fish","380858","species",380858,380858,380858,"0a0c407d-db44-410d-8f0a-ee2fb166a9e4","species","Actinopterygii","條鰭魚綱","Beloniformes","鶴鱵目","Adrianichthyidae","怪頜?科","Oryzias","青?屬","青?"," "," "," "
"384",378,"Formosania lacustre","Formosania lacustre","Formosania lacustre","Formosania lacustre","纓口臺鰍",NA,"NVU","B1ab(i,ii); B2ab(i,ii)"," ","freshwater fish","380990","species",380990,380990,380990,"6bbe09aa-56bd-40d8-aa77-03aac0b2efed","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Balitoridae","爬鰍科","Formosania","台鰍屬","纓口臺鰍","Y"," "," "
"385",379,"Hemimyzon formosanus","Hemimyzon formosanus","Hemimyzon formosanus","Hemimyzon formosanus","臺灣間爬岩鰍",NA,"NVU","B2ab(i,ii)"," ","freshwater fish","380991","species",380991,380991,380991,"cea2ea72-bfa4-4718-be05-445fb6ce349b","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Balitoridae","爬鰍科","Hemimyzon","間爬岩鰍屬","臺灣間爬岩鰍","Y"," "," "
"386",380,"Metzia mesembrinum","Metzia mesembrinum","Metzia mesembrinum","Metzia mesembrinum","大鱗梅氏?",NA,"NVU","C1","[+1]","freshwater fish","381024","species",381024,381024,381024,"8364ec1e-f5a0-44bb-8a50-40d7b548fb52","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Metzia","梅氏?屬","大鱗梅氏?","Y"," ","Y"
"387",381,"Sinibrama macrops","Sinibrama macrops","Sinibrama macrops","Sinibrama macrops","大眼華?",NA,"NVU","B1ab(ii)+2ab(ii)","[+1]","freshwater fish","381026","species",381026,381026,381026,"39675fc8-4221-4047-ac62-b93e9adf9bba","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Sinibrama","華?屬","大眼華?"," "," "," "
"388",382,"Channa asiatica","Channa asiatica","Channa asiatica","Channa asiatica","七星鱧",NA,"NVU","B2ab(i,ii)","[+1]","freshwater fish","381617","species",381617,381617,381617,"68f8f081-d1ba-49a4-9883-d5bc44a4f828","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Channidae","鱧科","Channa","鱧屬","七星鱧"," "," "," "
"389",383,"Tachysurus adiposalis","Tachysurus adiposalis","Tachysurus adiposalis","Tachysurus adiposalis","長脂擬鱨",NA,"NVU","B1ab(ii)+2ab(ii)"," ","freshwater fish","382921","species",382921,382921,382921,"0df8aedc-80ea-41e6-b916-a30a509aae5e","species","Actinopterygii","條鰭魚綱","Siluriformes","鯰形目","Bagridae","鱨科","Tachysurus"," ","長脂擬鱨"," "," "," "
"390",384,"Opsariichthys kaopingensis","Opsariichthys kaopingensis","Opsariichthys kaopingensis","Opsariichthys kaopingensis","高屏馬口?",NA,"NVU","D2"," ","freshwater fish","395436","species",395436,395436,395436,"bff10cdb-c00b-4f4c-a0af-3f435cd114a6","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Opsariichthys","馬口?屬","高屏馬口?","Y"," "," "
"391",385,"Sinogastromyzon puliensis","Sinogastromyzon puliensis","Sinogastromyzon puliensis","Sinogastromyzon puliensis","埔里中華爬岩鰍",NA,"NNT","B1a; B2a"," ","freshwater fish","380993","species",380993,380993,380993,"a0ab15f4-6c18-4b96-91ba-8319b7894ef3","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Balitoridae","爬鰍科","Sinogastromyzon","中華爬岩鰍屬","埔里中華爬岩鰍","Y"," ","Y"
"392",386,"Culter alburnus","Culter alburnus","Culter alburnus","Culter alburnus","翹嘴?",NA,"NNT","B1b(i,ii); B2(b)(i)(ii)"," ","freshwater fish","381005","species",381005,381005,381005,"6bc30079-1e4d-4c47-a6ae-c992a9080494","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Culter","?屬","翹嘴?"," "," "," "
"393",387,"Gobiobotia kolleri","Gobiobotia kolleri","Gobiobotia kolleri","Gobiobotia kolleri","科勒氏鰍鮀",NA,"NNT","B1(a) B2(a)"," ","freshwater fish","381010","species",381010,381010,381010,"5198724a-b8f1-4966-8e2d-9a337aefe904","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Gobiobotia","鰍鮀屬","科勒氏鰍鮀"," "," "," "
"394",388,"Microphysogobio brevirostris","Microphysogobio brevirostris","Microphysogobio brevirostris","Microphysogobio brevirostris","短吻小鰾鮈",NA,"NNT","B1b(i,ii)+2b(i,ii)"," ","freshwater fish","381017","species",381017,381017,381017,"3e1bd674-c707-46c5-9f03-41f85c41f249","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Microphysogobio","小鰾鮈屬","短吻小鰾鮈","Y"," "," "
"395",389,"Rhodeus ocellatus","Rhodeus ocellatus","Rhodeus ocellatus ocellatus","Rhodeus ocellatus ocellatus","高體??",NA,"NNT","B1b(i,ii)+2b(i,ii)"," ","freshwater fish","381025","infraspecies",1025407,1025407,NA,"a7a666cc-45ea-49bb-b9a9-00b404cd125d","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Rhodeus","??屬","高體??"," "," "," "
"396",390,"Onychostoma alticorpus","Onychostoma alticorpus","Onychostoma alticorpus","Onychostoma alticorpus","高身白甲魚",NA,"NNT","B1a; B2a"," ","freshwater fish","381029","species",381029,381029,381029,"51576a14-8ee7-4b82-a0bf-5036a8906566","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Onychostoma","白甲魚屬","高身白甲魚","Y"," "," "
"397",391,"Onychostoma barbatulum","Onychostoma barbatulum","Onychostoma barbatulum","Onychostoma barbatulum","臺灣白甲魚",NA,"NNT","A2bc; B1b(i,ii,v)+2b(i,ii,v)"," ","freshwater fish","381030","species",381030,381030,381030,"e1c2ea0e-1cd5-4aca-b8ef-59a793511996","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Onychostoma","白甲魚屬","臺灣白甲魚"," "," "," "
"398",392,"Macropodus opercularis","Macropodus opercularis","Macropodus opercularis","Macropodus opercularis","蓋斑鬥魚",NA,"NNT","B2ab(i,ii)","[+2]","freshwater fish","381391","species",381391,381391,381391,"85ed0f4f-a781-45b9-93ad-66969a5be55a","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Osphronemidae","絲足鱸科","Macropodus","鬥魚屬","蓋斑鬥魚"," "," "," "
"399",393,"Rhinogobius formosanus","Rhinogobius formosanus","Rhinogobius formosanus","Rhinogobius formosanus","臺灣吻?虎",NA,"NNT","B1a+2a"," ","freshwater fish","381843","species",381843,381843,381843,"4bc44e6a-586e-49ca-a385-e9dc9706d440","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Rhinogobius","吻?虎屬","臺灣吻?虎","Y"," "," "
"400",394,"Silurus asotus","Silurus asotus","Silurus asotus","Silurus asotus","鯰",NA,"NNT","B2b(i,ii)"," ","freshwater fish","382926","species",382926,382926,382926,"fa5000e5-2ad6-4315-9d5a-0f3b004749c0","species","Actinopterygii","條鰭魚綱","Siluriformes","鯰形目","Siluridae","鯰科","Silurus","鯰屬","鯰"," "," "," "
"401",395,"Sinogastromyzon nantaiensis","Sinogastromyzon nantaiensis","Sinogastromyzon nantaiensis","Sinogastromyzon nantaiensis","南臺中華爬岩鰍",NA,"NNT","B1a+2a"," ","freshwater fish","383544","species",383544,383544,383544,"0c061ec6-8b80-4fed-b612-0d14da2bdee1","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Balitoridae","爬鰍科","Sinogastromyzon","中華爬岩鰍屬","南臺中華爬岩鰍","Y"," ","Y"
