"","auto_id","Scientific.name_TBNinfra","Scientific.name_RLinfra","Chinese.common.name_RL","category_TWRL","Version","criteria_TWRL","taxon_group_TWRL","name_code_TWRL","taxon_rank_TWRL","tp_tid_infra","ra_tid_infra","taibnet_namecode_infra","uuid_infra","rank_infra","Scientific.name_TBN","Scientific.name_RL","tp_tid_species","ra_tid_species","taibnet_namecode_species","uuid_species","rank_species"
"158",156,"Turnix suscitator rostratus","Turnix suscitator rostratus","棕三趾鶉","NLC","v1080131","A; D","bird","380509","infraspecies",380509,380509,380509,"973c40f7-ac38-4640-b074-e7d63813a335","infraspecies","Turnix suscitator","Turnix suscitator",1025728,1025728,NA,"7b53fdc1-fe44-42ef-be08-387d59624dd8","species"
"159",157,"Sterna hirundo","Sterna hirundo","燕鷗","NLC","v1080131","A; D","bird","380184","species",1025544,1025544,NA,"7c473bc9-8401-4050-97fd-9ca850a49f94","species","Sterna hirundo","Sterna hirundo",1025544,1025544,NA,"7c473bc9-8401-4050-97fd-9ca850a49f94","species"
"160",158,"Columba pulchricollis","Columba pulchricollis","灰林鴿","NLC","v1080131","A; D","bird","380263","species",380263,380263,380263,"a8e2f31e-ee7b-46d0-9d9d-480ee39d4272","species","Columba pulchricollis","Columba pulchricollis",380263,380263,380263,"a8e2f31e-ee7b-46d0-9d9d-480ee39d4272","species"
"161",159,"Streptopelia orientalis orii","Streptopelia orientalis orii","金背鳩","NLC","v1080131","A; D","bird","380267","infraspecies",380267,380267,380267,"85d262ad-9949-488f-a94a-b2ac006c56d6","infraspecies","Streptopelia orientalis","Streptopelia orientalis",1025560,1025560,NA,"f7146df3-b996-4583-bf7a-423c7971eb9f","species"
"162",160,"Streptopelia tranquebarica","Streptopelia tranquebarica","紅鳩","NLC","v1080131","A; D","bird","380268","species",1025561,1025561,NA,"91afba4c-fa53-4013-8a65-d95c85ff8056","species","Streptopelia tranquebarica","Streptopelia tranquebarica",1025561,1025561,NA,"91afba4c-fa53-4013-8a65-d95c85ff8056","species"
"163",161,"Streptopelia chinensis chinensis","Spilopelia chinensis","珠頸斑鳩","NLC","v1080131","A; D","bird","380266","species",380266,380266,380266,"480cdaf0-aa28-44f4-b906-780e9aa7a52d","infraspecies","Streptopelia chinensis","Spilopelia chinensis",1025559,1025559,NA,"c95ec69e-9bba-4a38-a648-5b2dc87a9fd1","species"
"164",162,"Chalcophaps indica","Chalcophaps indica","翠翼鳩","NLC","v1080131","A; D","bird","380261","species",1023914,1023914,NA,"41908017-ab7c-4f18-a0e4-dd9d5b646d62","species","Chalcophaps indica","Chalcophaps indica",1023914,1023914,NA,"41908017-ab7c-4f18-a0e4-dd9d5b646d62","species"
"165",163,"Treron sieboldii","Treron sieboldii","綠鳩","NLC","v1080131","A; D","bird","432249","species",1025694,1025694,NA,"11fd2b6a-3cc1-4de3-8c15-165ef2f79193","species","Treron sieboldii","Treron sieboldii",1025694,1025694,NA,"11fd2b6a-3cc1-4de3-8c15-165ef2f79193","species"
"166",164,"Centropus bengalensis","Centropus bengalensis","番鵑","NLC","v1080131","A; D","bird","380278","species",1023881,1023881,NA,"3fedadca-711f-44fe-9098-e660a11c2e94","species","Centropus bengalensis","Centropus bengalensis",1023881,1023881,NA,"3fedadca-711f-44fe-9098-e660a11c2e94","species"
"167",165,"Otus spilocephalus pithecops","Otus spilocephalus pithecops","黃嘴角鴞","NLC","v1080131","A; D","bird","380505","infraspecies",NA,NA,NA," "," ","Otus spilocephalus","Otus spilocephalus",1025029,1025029,NA,"9add3bef-0871-4552-bd18-7f6a254ad07d","species"
"168",166,"Otus lettia glabripes","Otus lettia glabripes","領角鴞","NLC","v1080131","A; D","bird","419715","infraspecies",419715,419715,419715,"81206f87-53f9-4aae-a450-abcd552c0f80","infraspecies","Otus lettia","Otus lettia",1025028,1025028,NA,"49860672-4a66-4331-9640-5fe4734651ab","species"
"169",167,"Ninox japonica","Ninox japonica","褐鷹鴞","NLC","v1080131","A; D","bird","425217","species",1024923,1024923,NA,"8f515304-fd5c-4841-b05f-8caab8268021","species","Ninox japonica","Ninox japonica",1024923,1024923,NA,"8f515304-fd5c-4841-b05f-8caab8268021","species"
"170",168,"Alcedo atthis","Alcedo atthis","翠鳥","NLC","v1080131","A; D","bird","380272","species",1023511,1023511,NA,"e5e6767d-cda7-48fb-b1e8-103170303403","species","Alcedo atthis","Alcedo atthis",1023511,1023511,NA,"e5e6767d-cda7-48fb-b1e8-103170303403","species"
"171",169,"Psilopogon nuchalis","Psilopogon nuchalis","五色鳥","NLC","v1080131","A; D","bird","430649","species",430649,430649,430649,"82d0d230-f44b-4254-8eed-0a1f79896939","species","Psilopogon nuchalis","Psilopogon nuchalis",430649,430649,430649,"82d0d230-f44b-4254-8eed-0a1f79896939","species"
"172",170,"Erpornis zantholeuca","Erpornis zantholeuca","綠畫眉","NLC","v1080131","A; D","bird","425240","species",1024280,1024280,NA,"336c26b9-c6a2-4510-bb06-c761316577d2","species","Erpornis zantholeuca","Erpornis zantholeuca",1024280,1024280,NA,"336c26b9-c6a2-4510-bb06-c761316577d2","species"
"173",171,"Oriolus traillii ardens","Oriolus traillii ardens","朱鸝","NLC","v1080131","A; D","bird","380331","infraspecies",380331,380331,380331,"2a7dbf7c-f290-45ab-98cf-f71b787aeba1","infraspecies","Oriolus traillii","Oriolus traillii",1025012,1025012,NA,"c6e1b358-4b60-4303-9e60-93d3076d76fb","species"
"174",172,"Dicrurus macrocercus harterti","Dicrurus macrocercus harterti","大卷尾","NLC","v1080131","A; D","bird","420271","infraspecies",420271,420271,420271,"c0af0a31-1087-4601-b1b6-945642537e16","infraspecies","Dicrurus macrocercus","Dicrurus macrocercus",1024143,1024143,NA,"5ea8cf62-7b62-4ca3-81e2-585b85687da8","species"
"175",173,"Dicrurus aeneus braunianus","Dicrurus aeneus braunianus","小卷尾","NLC","v1080131","A; D","bird","380324","infraspecies",380324,380324,380324,"3f193303-d623-46b8-b9ac-a44e5b7a6172","infraspecies","Dicrurus aeneus","Dicrurus aeneus",1024140,1024140,NA,"f1889c9f-b49e-46f6-8f76-c4106bafff3e","species"
"176",174,"Hypothymis azurea oberholseri","Hypothymis azurea oberholseri","黑枕藍鶲","NLC","v1080131","A; D","bird","380328","infraspecies",380328,380328,380328,"0505145a-853b-4672-ba2c-e1f7e1515dce","infraspecies","Hypothymis azurea","Hypothymis azurea",1024539,1024539,NA,"b7068dec-b3e0-4043-a776-3f2b35e7efa5","species"
"177",175,"Urocissa caerulea","Urocissa caerulea","台灣藍鵲","NLC","v1080131","A; D","bird","380336","species",380336,380336,380336,"70840ef4-f982-4e5f-8691-2f7f961831e1","species","Urocissa caerulea","Urocissa caerulea",380336,380336,380336,"70840ef4-f982-4e5f-8691-2f7f961831e1","species"
"178",176,"Dendrocitta formosae formosae","Dendrocitta formosae formosae","樹鵲","NLC","v1080131","A; D","bird","380323","infraspecies",380323,380323,380323,"e820d0f8-4a48-4885-a735-0adf9b0a8ed1","infraspecies","Dendrocitta formosae","Dendrocitta formosae",1024113,1024113,NA,"5ae0d2ed-bb18-43cb-8690-e2449c88ff29","species"
"179",177,"Nucifraga caryocatactes owstoni","Nucifraga caryocatactes owstoni","星鴉","NLC","v1080131","A; D","bird","380329","infraspecies",380329,380329,380329,"6c40792c-03a9-45ac-a176-a0a947b7d22b","infraspecies","Nucifraga caryocatactes","Nucifraga caryocatactes",1024939,1024939,NA,"8546da56-2ea1-4487-9c38-12b58f4ca5e1","species"
"180",178,"Corvus macrorhynchos","Corvus macrorhynchos","巨嘴鴉","NLC","v1080131","A; D","bird","380321","species",1024022,1024022,NA,"58da5c37-bbd7-4b35-a555-ff8d43831b46","species","Corvus macrorhynchos","Corvus macrorhynchos",1024022,1024022,NA,"58da5c37-bbd7-4b35-a555-ff8d43831b46","species"
"181",179,"Alauda gulgula","Alauda gulgula","小雲雀","NLC","v1080131","A; D","bird","380308","species",1023507,1023507,NA,"fccb856c-dc75-4e5f-9aaf-fa228ae855ad","species","Alauda gulgula","Alauda gulgula",1023507,1023507,NA,"fccb856c-dc75-4e5f-9aaf-fa228ae855ad","species"
"182",180,"Hirundo rustica","Hirundo rustica","家燕","NLC","v1080131","A; D","bird","380362","species",1024501,1024501,NA,"fb1ab992-6465-47c7-838a-02a739097d6f","species","Hirundo rustica","Hirundo rustica",1024501,1024501,NA,"fb1ab992-6465-47c7-838a-02a739097d6f","species"
"183",181,"Hirundo tahitica","Hirundo tahitica","洋燕","NLC","v1080131","A; D","bird","380364","species",1024502,1024502,NA,"3d088f56-0d6f-4d18-a4ef-2116849712a7","species","Hirundo tahitica","Hirundo tahitica",1024502,1024502,NA,"3d088f56-0d6f-4d18-a4ef-2116849712a7","species"
"184",182,"Cecropis striolata striolata","Hirundo daurica","赤腰燕","NLC","v1080131","A; D","bird","404560","species",404561,404561,404561,"6b7577fc-0779-45d0-abc9-fb12d9b5614f","infraspecies","Cecropis striolata","Hirundo daurica",1023865,1023865,NA,"3acac136-4af6-413c-a67b-839daf8c80e6","species"
"185",183,"Aegithalos concinnus","Aegithalos concinnus","紅頭山雀","NLC","v1080131","A; D","bird","380307","species",1023464,1023464,NA,"a676bcfe-195c-4983-a08a-d9259d197b9e","species","Aegithalos concinnus","Aegithalos concinnus",1023464,1023464,NA,"a676bcfe-195c-4983-a08a-d9259d197b9e","species"
"186",184,"Spizixos semitorques cinereicapillus","Spizixos semitorques cinereicapillus","白環鸚嘴鵯","NLC","v1080131","A; D","bird","380441","infraspecies",380441,380441,380441,"16ff889b-e7d2-46fc-b690-7de745310cb3","infraspecies","Spizixos semitorques","Spizixos semitorques",1025524,1025524,NA,"e34cec2f-4e6d-4cd8-8ad4-4a326e6fd453","species"
"187",185,"Pycnonotus sinensis formosae","Pycnonotus sinensis formosae","白頭翁","NLC","v1080131","A; D","bird","380439","infraspecies",380439,380439,380439,"54b7ade7-1d63-44ff-87c1-1648197d8df8","infraspecies","Pycnonotus sinensis","Pycnonotus sinensis",1025371,1025371,NA,"d295851a-af43-4deb-888a-34c6be7ab51a","species"
"188",186,"Hypsipetes leucocephalus nigerrimus","Hypsipetes leucocephalus nigerrimus","紅嘴黑鵯","NLC","v1080131","A; D","bird","380437","infraspecies",380437,380437,380437,"a49ae946-1f05-4768-9b2f-72c9d5e59903","infraspecies","Hypsipetes leucocephalus","Hypsipetes leucocephalus",1024542,1024542,NA,"04b143fe-f019-450e-9abf-f2bf33b1fcd1","species"
"189",187,"Pnoepyga formosana","Pnoepyga formosana","台灣鷦眉","NLC","v1080131","A; D","bird","419692","species",419692,419692,419692,"2adcab4f-c578-4159-8bd6-8ebdb9a09dfd","species","Pnoepyga formosana","Pnoepyga formosana",419692,419692,419692,"2adcab4f-c578-4159-8bd6-8ebdb9a09dfd","species"
"190",188,"Abroscopus albogularis","Abroscopus albogularis","棕面鶯","NLC","v1080131","A; D","bird","380452","species",1023411,1023411,NA,"87ee4326-4385-4867-9023-30fd6fd73d09","species","Abroscopus albogularis","Abroscopus albogularis",1023411,1023411,NA,"87ee4326-4385-4867-9023-30fd6fd73d09","species"
"191",189,"Horornis fortipes davidianus","Cettia fortipes robustipes","小鶯","NLC","v1080131","A; D","bird","428582","infraspecies",428583,428583,428583,"1fcc280e-3a9b-47cd-aaaa-25ef7309f36c","infraspecies","Horornis fortipes","Cettia fortipes",1024524,1024524,NA,"4c5e5294-a2ce-43a1-b3c3-0ed9d05c7c8a","species"
"192",189,"Horornis fortipes robustipes","Cettia fortipes robustipes","小鶯","NLC","v1080131","A; D","bird","428582","infraspecies",428582,428582,428582,"4357e4b5-3f7c-438d-9ec0-4d8cd953744e","infraspecies"," ","Cettia fortipes",NA,NA,NA," "," "
"193",190,"Cisticola juncidis","Cisticola juncidis","棕扇尾鶯","NLC","v1080131","A; D","bird","380313","species",1023970,1023970,NA,"87ea6161-4369-4527-9cf0-8a1ad9f22a66","species","Cisticola juncidis","Cisticola juncidis",1023970,1023970,NA,"87ea6161-4369-4527-9cf0-8a1ad9f22a66","species"
"194",191,"Cisticola exilis volitans","Cisticola exilis volitans","黃頭扇尾鶯","NLC","v1080131","A; D","bird","380312","infraspecies",380312,380312,380312,"c8b2d4f1-64f5-4ac9-8397-571c137a4e9a","infraspecies","Cisticola exilis","Cisticola exilis",1023969,1023969,NA,"9645a437-add6-42a2-b214-dfcfdab059c7","species"
"195",192,"Prinia flaviventris","Prinia flaviventris","灰頭鷦鶯","NLC","v1080131","A; D","bird","380315","species",1025301,1025301,NA,"67c95c1b-08e6-4d61-b736-2e951ca55bca","species","Prinia flaviventris","Prinia flaviventris",1025301,1025301,NA,"67c95c1b-08e6-4d61-b736-2e951ca55bca","species"
"196",193,"Prinia inornata flavirostris","Prinia inornata flavirostris","褐頭鷦鶯","NLC","v1080131","A; D","bird","380316","infraspecies",380316,380316,380316,"69ae8170-383b-4ee0-977a-b9aec8d5a704","infraspecies","Prinia inornata","Prinia inornata",1025302,1025302,NA,"5303e743-9323-4f04-b0e2-7f7ab0c011b5","species"
"197",194,"Yuhina brunneiceps","Yuhina brunneiceps","冠羽畫眉","NLC","v1080131","A; D","bird","380486","species",380486,380486,380486,"2dc77ddb-7020-4701-b24f-7c548ca059c4","species","Yuhina brunneiceps","Yuhina brunneiceps",380486,380486,380486,"2dc77ddb-7020-4701-b24f-7c548ca059c4","species"
"198",195,"Zosterops japonicus","Zosterops japonicus","綠繡眼","NLC","v1080131","A; D","bird","380488","species",1025825,1025825,NA,"8b5005a9-c1a9-4195-ad7c-4bf6215b8be2","species","Zosterops japonicus","Zosterops japonicus",1025825,1025825,NA,"8b5005a9-c1a9-4195-ad7c-4bf6215b8be2","species"
"199",196,"Cyanoderma ruficeps praecognitum","Stachyris ruficeps praecognita","山紅頭","NLC","v1080131","A; D","bird","428592","infraspecies",428592,428592,428592,"9f84a519-c070-4703-9113-d6fcde1abc42","infraspecies","Cyanoderma ruficeps","Stachyris ruficeps",1024064,1024064,NA,"15b4ed51-c2a7-420b-8091-5fd6afe7152c","species"
"200",197,"Pomatorhinus musicus","Pomatorhinus ruficollis","小彎嘴","NLC","v1080131","A; D","bird","419691","species",419691,419691,419691,"437ca8c4-d8cc-4885-8bd2-f24197c73f75","species","Pomatorhinus musicus","Pomatorhinus ruficollis",419691,419691,419691,"437ca8c4-d8cc-4885-8bd2-f24197c73f75","species"
"201",198,"Megapomatorhinus erythrocnemis","Pomatorhinus erythrogenys","大彎嘴","NLC","v1080131","A; D","bird","428593","species",428593,428593,428593,"9512dbd6-83cb-414b-bcbf-319985c711ff","species","Megapomatorhinus erythrocnemis","Pomatorhinus erythrogenys",428593,428593,428593,"9512dbd6-83cb-414b-bcbf-319985c711ff","species"
"202",199,"Schoeniparus brunneus","Alcippe brunnea brunneaus","頭烏線","NLC","v1080131","A; D","bird","428594","infraspecies",1025454,1025454,NA,"56698281-20ba-42bb-a7ba-0f1599fd75c7","species","Schoeniparus brunneus","Alcippe brunnea",1025454,1025454,NA,"56698281-20ba-42bb-a7ba-0f1599fd75c7","species"
"203",200,"Alcippe morrisonia morrisonia","Alcippe morrisonia morrisonia","繡眼畫眉","NLC","v1080131","A; D","bird","421140","infraspecies",NA,NA,NA," "," ","Alcippe morrisonia","Alcippe morrisonia",421140,421140,421140,"f242d6c5-6197-4025-af81-78ea801ea36c","species"
"204",201,"Ianthocincla poecilorhyncha","Garrulax poecilorhynchus","棕噪眉","NLC","v1080131","A; D","bird","428597","species",428597,428597,428597,"a2882575-aa64-40f6-8988-2bd95dafd495","species","Ianthocincla poecilorhyncha","Garrulax poecilorhynchus",428597,428597,428597,"a2882575-aa64-40f6-8988-2bd95dafd495","species"
"205",202,"Heterophasia auricularis","Heterophasia auricularis","白耳畫眉","NLC","v1080131","A; D","bird","380467","species",380467,380467,380467,"84e5026b-061f-467f-8e4e-a38e7fb29026","species","Heterophasia auricularis","Heterophasia auricularis",380467,380467,380467,"84e5026b-061f-467f-8e4e-a38e7fb29026","species"
"206",203,"Liocichla steerii","Liocichla steerii","黃胸藪眉","NLC","v1080131","A; D","bird","380468","species",380468,380468,380468,"b3ebff46-3b98-4252-aaaf-5bb401ab46cd","species","Liocichla steerii","Liocichla steerii",380468,380468,380468,"b3ebff46-3b98-4252-aaaf-5bb401ab46cd","species"
"207",204,"Actinodura morrisoniana","Actinodura morrisoniana","紋翼畫眉","NLC","v1080131","A; D","bird","380455","species",380455,380455,380455,"a28f4753-860e-4e48-a23c-7510f9e29bff","species","Actinodura morrisoniana","Actinodura morrisoniana",380455,380455,380455,"a28f4753-860e-4e48-a23c-7510f9e29bff","species"
"208",205,"Myophonus insularis","Myophonus insularis","台灣紫嘯鶇","NLC","v1080131","A; D","bird","404613","species",404613,404613,404613,"6d62854a-b69a-4629-9cce-3221a2df4189","species","Myophonus insularis","Myophonus insularis",404613,404613,404613,"6d62854a-b69a-4629-9cce-3221a2df4189","species"
"209",206,"Cinclidium leucurum montium","Cinclidium leucurum montium","白尾鴝","NLC","v1080131","A; D","bird","419688","infraspecies",419688,419688,419688,"2a067f71-4558-41d1-a01f-6633ee16425a","infraspecies","Cinclidium leucurum","Cinclidium leucurum",1023958,1023958,NA,"632ade5b-3cef-48aa-b28b-0676ba7e6c84","species"
"210",207,"Dicaeum minullum uchidai","Dicaeum concolor uchidai","綠啄花","NLC","v1080131","A; D","bird","425199","infraspecies",425199,425199,425199,"4b2190e6-7993-4251-b56f-e8252fd24486","infraspecies","Dicaeum minullum","Dicaeum concolor",1024134,1024134,NA,"eb5710dc-e15a-449e-a3eb-3375907b0573","species"
"211",208,"Pyrrhula nipalensis uchidae","Pyrrhula nipalensis uchidae","褐鷽","NLC","v1080131","A; D","bird","420223","infraspecies",420223,420223,420223,"018d7267-88f1-402f-830b-4630eb607d0e","infraspecies","Pyrrhula nipalensis","Pyrrhula nipalensis",1025380,1025380,NA,"74532249-a7c4-4f72-9444-5f14a6243010","species"
"212",209,"Anas penelope","Mareca penelope","赤頸鴨","NLC","v1080131","B","bird","380064","species",380064,380064,380064,"f1be7b47-b980-4275-af26-a3d255915237","species","Anas penelope","Mareca penelope",380064,380064,380064,"f1be7b47-b980-4275-af26-a3d255915237","species"
"213",210,"Anas acuta","Anas acuta","尖尾鴨","NLC","v1080131","B","bird","380057","species",380057,380057,380057,"99a7a10b-343b-4300-9e7b-ba118a0d60ff","species","Anas acuta","Anas acuta",380057,380057,380057,"99a7a10b-343b-4300-9e7b-ba118a0d60ff","species"
"214",212,"Eophona migratoria","Eophona migratoria","小桑鳲","NLC","v1080131","B","bird","380355","species",1024241,1024241,NA,"0a1e54c3-4c8e-4f33-8ad6-0f54b19af37d","species","Eophona migratoria","Eophona migratoria",1024241,1024241,NA,"0a1e54c3-4c8e-4f33-8ad6-0f54b19af37d","species"
"215",213,"Anas zonorhyncha","Anas zonorhyncha","花嘴鴨","NLC","v1080131","B; D","bird","419618","species",419618,419618,419618,"c870cb23-1aa0-438e-9873-61f8d920f274","species","Anas zonorhyncha","Anas zonorhyncha",419618,419618,419618,"c870cb23-1aa0-438e-9873-61f8d920f274","species"
"216",214,"Anas clypeata","Spatula clypeata","琵嘴鴨","NLC","v1080131","B; D","bird","380059","species",380059,380059,380059,"a34e2798-e835-4885-ac47-f9a752ab0f24","species","Anas clypeata","Spatula clypeata",380059,380059,380059,"a34e2798-e835-4885-ac47-f9a752ab0f24","species"
"217",215,"Lophura swinhoii","Lophura swinhoii","藍腹鷴","NLC","v1080131","B; D","bird","380289","species",380289,380289,380289,"ef457bab-7f1f-4313-8282-75084241c775","species","Lophura swinhoii","Lophura swinhoii",380289,380289,380289,"ef457bab-7f1f-4313-8282-75084241c775","species"
"218",216,"Syrmaticus mikado","Syrmaticus mikado","黑長尾雉","NLC","v1080131","B; D","bird","380291","species",380291,380291,380291,"f99d359f-0dd5-4dbd-817e-a45c6d7b7efc","species","Syrmaticus mikado","Syrmaticus mikado",380291,380291,380291,"f99d359f-0dd5-4dbd-817e-a45c6d7b7efc","species"
"219",217,"Gorsachius melanolophus","Gorsachius melanolophus","黑冠麻鷺","NLC","v1080131","B; D","bird","380133","species",380133,380133,380133,"ccd07aad-ec68-4eed-bc63-7a7e474e9eb4","species","Gorsachius melanolophus","Gorsachius melanolophus",380133,380133,380133,"ccd07aad-ec68-4eed-bc63-7a7e474e9eb4","species"
"220",218,"Accipiter trivirgatus formosae","Accipiter trivirgatus formosae","鳳頭蒼鷹","NLC","v1080131","B; D","bird","380100","infraspecies",380100,380100,380100,"8b793d63-11b9-47e2-b5bd-6fb62571ca19","infraspecies","Accipiter trivirgatus","Accipiter trivirgatus",1023425,1023425,NA,"c3d7eb24-c683-40c1-a077-93141d28ae33","species"
"221",219,"Rostratula benghalensis","Rostratula benghalensis","彩鷸","NLC","v1080131","B; D","bird","420867","species",420867,420867,420867,"1b04ac59-bdc7-4e72-ae92-ce0f56107787","species","Rostratula benghalensis","Rostratula benghalensis",420867,420867,420867,"1b04ac59-bdc7-4e72-ae92-ce0f56107787","species"
"222",220,"Suthora verreauxi morrisoniana","Paradoxornis verreauxi morrisoniana","黃羽鸚嘴","NLC","v1080131","B; D","bird","428590","infraspecies",428590,428590,428590,"0a9363b2-0192-4bd3-a555-43cd6bcb5d92","infraspecies","Suthora verreauxi","Paradoxornis verreauxi",1025583,1025583,NA,"c8f5fd1d-fc95-4fcb-80b3-90e79fefcc30","species"
"223",221,"Tarsiger indicus formosanus","Tarsiger indicus formosanus","白眉林鴝","NLC","v1080131","B; D","bird","419683","infraspecies",419683,419683,419683,"7abff28c-38fc-4694-aa38-00dc971a5b06","infraspecies","Tarsiger indicus","Tarsiger indicus",1025629,1025629,NA,"f090cb1d-e3e0-476c-a170-d4d907510118","species"
"224",222,"Ficedula hyperythra innexa","Ficedula hyperythra innexa","黃胸青鶲","NLC","v1080131","B; D","bird","380378","infraspecies",380378,380378,380378,"4939e0f2-ac3d-407c-92da-035235044da9","infraspecies","Ficedula hyperythra","Ficedula hyperythra",1024361,1024361,NA,"c99936bc-aa79-4d78-bae8-06e172685a36","species"
"225",223,"Chloris sinica kawarahiba","Carduelis sinica","金翅雀","NLC","v1080131","B; D","bird","425191","species",425191,425191,425191,"07d00afd-5120-4bf1-9baa-7a2f019b05e6","infraspecies","Chloris sinica","Carduelis sinica",1023945,1023945,NA,"517b4acd-8951-426b-a81b-e8cedf0d37c0","species"
"226",224,"Lalage melaschistos","Lalage melaschistos","黑翅山椒鳥","NLC","v1080131","C","bird","427289","species",1024589,1024589,NA,"2c82c5bb-a836-4688-8ff4-faa7a1dfa887","species","Lalage melaschistos","Lalage melaschistos",1024589,1024589,NA,"2c82c5bb-a836-4688-8ff4-faa7a1dfa887","species"
"227",225,"Urosphena squameiceps","Urosphena squameiceps","短尾鶯","NLC","v1080131","C","bird","421043","species",421043,421043,421043,"0a68f386-69cf-4070-9e24-a0601ca82432","species","Urosphena squameiceps","Urosphena squameiceps",421043,421043,421043,"0a68f386-69cf-4070-9e24-a0601ca82432","species"
"228",226,"Horornis diphone cantans","Cettia diphone","日本樹鶯","NLC","v1080131","C","bird","404562","species",428577,428577,428577,"632cc291-4d92-4336-a1d0-0e478a3061e3","infraspecies","Horornis diphone","Cettia diphone",1024523,1024523,NA,"620f153d-1608-4211-bbba-71705e8d1d69","species"
"229",226,"Horornis diphone canturians","Cettia diphone","日本樹鶯","NLC","v1080131","C","bird","404562","species",430647,430647,430647,"d07b2dc5-4fca-427f-9eb5-4d858a6c6884","infraspecies"," ","Cettia diphone",NA,NA,NA," "," "
"230",226,"Horornis diphone viridis","Cettia diphone","日本樹鶯","NLC","v1080131","C","bird","404562","species",428579,428579,428579,"2477859d-aaeb-46de-bf45-b7db7cc11831","infraspecies"," ","Cettia diphone",NA,NA,NA," "," "
"231",227,"Ficedula narcissina","Ficedula narcissina","黃眉黃鶲","NLC","v1080131","C","bird","380380","species",1024362,1024362,NA,"a9accdfa-ed43-44ab-aa2c-125fdfce8129","species","Ficedula narcissina","Ficedula narcissina",1024362,1024362,NA,"a9accdfa-ed43-44ab-aa2c-125fdfce8129","species"
"232",228,"Ficedula mugimaki","Ficedula mugimaki","白眉黃鶲","NLC","v1080131","C","bird","380379","species",380379,380379,380379,"5955a855-20f1-48f3-8b4a-b96927955746","species","Ficedula mugimaki","Ficedula mugimaki",380379,380379,380379,"5955a855-20f1-48f3-8b4a-b96927955746","species"
"233",229,"Bulweria bulwerii","Bulweria bulwerii","穴鳥","NLC","v1080131","C; D","bird","380199","species",380199,380199,380199,"924ffd26-5810-4121-978a-f53f296075b3","species","Bulweria bulwerii","Bulweria bulwerii",380199,380199,380199,"924ffd26-5810-4121-978a-f53f296075b3","species"
"234",230,"Xenus cinereus","Xenus cinereus","反嘴鷸","NLC","v1080131","C; D","bird","404673","species",404673,404673,404673,"88143b49-c969-4d7b-9dc3-73d4cc3c17dd","species","Xenus cinereus","Xenus cinereus",404673,404673,404673,"88143b49-c969-4d7b-9dc3-73d4cc3c17dd","species"
"235",231,"Chroicocephalus ridibundus","Larus ridibundus","紅嘴鷗","NLC","v1080131","C; D","bird","419699","species",419699,419699,419699,"260a6b8a-87e4-48c1-99ed-a99aed825934","species","Chroicocephalus ridibundus","Larus ridibundus",419699,419699,419699,"260a6b8a-87e4-48c1-99ed-a99aed825934","species"
"236",232,"Hydroprogne caspia","Hydroprogne caspia","裏海燕鷗","NLC","v1080131","C; D","bird","427071","species",427071,427071,427071,"6a37c4c2-2dde-469f-9951-e65780e10c55","species","Hydroprogne caspia","Hydroprogne caspia",427071,427071,427071,"6a37c4c2-2dde-469f-9951-e65780e10c55","species"
"237",233,"Chlidonias leucopterus","Chlidonias leucopterus","白翅黑燕鷗","NLC","v1080131","C; D","bird","380167","species",380167,380167,380167,"a05f3652-1367-4af0-be59-d489142ddd2f","species","Chlidonias leucopterus","Chlidonias leucopterus",380167,380167,380167,"a05f3652-1367-4af0-be59-d489142ddd2f","species"
"238",234,"Chlidonias hybrida","Chlidonias hybrida","黑腹燕鷗","NLC","v1080131","C; D","bird","404564","species",1023942,1023942,NA,"6bf77146-8321-4277-89fb-96ac41e74ae6","species","Chlidonias hybrida","Chlidonias hybrida",1023942,1023942,NA,"6bf77146-8321-4277-89fb-96ac41e74ae6","species"
"239",235,"Caprimulgus affinis stictomus","Caprimulgus affinis stictomus","台灣夜鷹","NLC","v1080131","C; D","bird","380495","infraspecies",380495,380495,380495,"a38e9d8f-b7e6-49fe-8a27-18b985e1baf5","infraspecies","Caprimulgus affinis","Caprimulgus affinis",1023834,1023834,NA,"fe0901a6-0872-460f-8956-ba0ec1653249","species"
"240",236,"Pericrocotus divaricatus","Pericrocotus divaricatus","灰山椒","NLC","v1080131","C; D","bird","420939","species",420939,420939,420939,"ad17be53-09bf-4f9b-a037-9d3816cf97a5","species","Pericrocotus divaricatus","Pericrocotus divaricatus",420939,420939,420939,"ad17be53-09bf-4f9b-a037-9d3816cf97a5","species"
"241",237,"Lanius cristatus","Lanius cristatus","紅尾伯勞","NLC","v1080131","C; D","bird","380368","species",1024598,1024598,NA,"ff20ba0f-22a5-448f-b6ff-134434b50c84","species","Lanius cristatus","Lanius cristatus",1024598,1024598,NA,"ff20ba0f-22a5-448f-b6ff-134434b50c84","species"
"242",238,"Horornis borealis","Cettia canturians","遠東樹鶯","NLC","v1080131","C; D","bird","430647","species",430646,430646,430646,"c0ad64b2-44a3-41ff-8214-b3c63cd0c488","species","Horornis borealis","Cettia canturians",430646,430646,430646,"c0ad64b2-44a3-41ff-8214-b3c63cd0c488","species"
