"Scientific name_IUCN" "Chinese common name" "category_IUCN" "Version" "criteria_IUCN" "tp_tid" "ra_tid" "namecode" "uuid" "rank"
"Aporops bilinearis" "雙線少孔紋鯛" "LC" "v1080129" NA 382507 382507 382507 "2b6627d7-82c4-46ae-8da7-db2a2a95d508" "species"
"Aprion virescens" "藍短鰭笛鯛" "LC" "v1080129" NA 382087 382087 382087 "55430ced-ab3c-40c7-8dcd-3a298a67e79a" "species"
"Apristurus gibbosus" "駝背篦鯊" "DD" "v1080129" NA 395559 395559 395559 "c26b2e11-dc46-492d-923b-59c07aa4a41a" "species"
"Apristurus herklotsi" "霍氏篦鯊" "DD" "v1080129" NA 395560 395560 395560 "747809c9-8773-481d-ac0b-e9abf6411e10" "species"
"Apristurus longicephalus" "長頭篦鯊" "LC" "v1080129" NA 383098 383098 383098 "0ae7de96-7803-498a-a4a2-1ab30df2ec38" "species"
"Apristurus macrostomus" "大口篦鯊" "DD" "v1080129" NA 395561 395561 395561 "152f6115-44ed-4c1a-9ea7-968834b045b4" "species"
"Apristurus platyrhynchus" "扁吻篦鯊" "LC" "v1080129" NA 383100 383100 383100 "e24f41c8-5e33-4d74-9f44-b98246c28464" "species"
"Apus nipalensis" "小雨燕" "LC" "v1080129" NA 1023623 1023623 NA "e4fdf4cd-3927-4c04-a2c1-58b106adfb44" "species"
"Apus pacificus" "叉尾雨燕" "LC" "v1080129" NA 1023624 1023624 NA "e3b349d8-2d82-44c7-a41a-b05381d21e69" "species"
"Aquila fasciata" "白腹鵰" "LC" "v1080129" NA 1023625 1023625 NA "c0ea178e-5629-4e72-9a26-d31954e6a982" "species"
"Aquila heliaca" "白肩鵰" "VU" "v1080129" "C2a(ii)" 380104 380104 380104 "08dd93ce-8d46-44a9-92ba-8f4a5aec3cf1" "species"
"Ara ararauna" "琉璃金剛鸚鵡" "LC" "v1080129" NA 417958 417958 417958 "965f9a14-efab-470e-9e42-d035638c8daf" "species"
"Arborophila crudigularis" "臺灣山鷓鴣" "LC" "v1080129" NA 380285 380285 380285 "e17f3444-d8de-4a62-b4af-9888b58c4f93" "species"
"Ardea alba" "大白鷺" "LC" "v1080129" NA 1023630 1023630 NA "6b620e73-2555-4463-9a44-2a7e5484d819" "species"
"Ardea cinerea" "蒼鷺" "LC" "v1080129" NA 1023631 1023631 NA "d377aa05-ca60-46a7-bd84-0133ec555d20" "species"
"Ardea purpurea" "紫鷺" "LC" "v1080129" NA 1023632 1023632 NA "f2032202-53e3-4c22-8032-1c21174b28da" "species"
"Ardenna carneipes" "肉足水薙鳥" "NT" "v1080129" NA 432183 432183 432183 "e27c95e1-1ef3-4287-a19f-1dd3992ea441" "species"
"Ardenna grisea" "灰水薙鳥" "NT" "v1080129" NA 432365 432365 432365 "24497e2e-d2cd-4a34-9118-203a3301d4d7" "species"
"Ardenna pacifica" "長尾水薙鳥" "LC" "v1080129" NA 432366 432366 432366 "93166b66-649d-4d39-9a44-d8fa6946d47a" "species"
"Ardenna tenuirostris" "短尾水薙鳥" "LC" "v1080129" NA 432185 432185 432185 "6999244b-ba8b-461c-9715-e63b51bf57bd" "species"
"Ardeola bacchus" "池鷺" "LC" "v1080129" NA 380122 380122 380122 "b1633163-5dfb-4bdc-a3b7-77a0f3b3a45f" "species"
"Ardeola speciosa" "爪哇池鷺" "LC" "v1080129" NA 1023633 1023633 NA "0ee02d9f-1835-4c9c-aba0-497a11768694" "species"
"Arenaria interpres" "翻石鷸" "LC" "v1080129" NA 1023636 1023636 NA "1353c6f7-ea3d-4e3f-b079-81779ecab17b" "species"
"Argyropelecus aculeatus" "棘銀斧魚" "LC" "v1080129" NA 382937 382937 382937 "645303b0-d4de-4de3-ba21-9c1cfa6d902c" "species"
"Argyropelecus affinis" "長銀斧魚" "LC" "v1080129" NA 382938 382938 382938 "93885abd-a678-4ced-9502-01308d1f44c1" "species"
"Argyropelecus gigas" "巨銀斧魚" "LC" "v1080129" NA 382939 382939 382939 "2abd9686-e10a-42bb-b67e-c78cc51848ee" "species"
"Argyropelecus hemigymnus" "半裸銀斧魚" "LC" "v1080129" NA 382940 382940 382940 "48526662-d5c2-4301-b6ae-def2f0238870" "species"
"Argyropelecus sladeni" "斯氏銀斧魚" "LC" "v1080129" NA 395260 395260 395260 "8c5d5379-b1e1-4916-be8d-d9c144270a9a" "species"
"Argyrops bleekeri" "布氏長棘鯛" "LC" "v1080129" NA 382637 382637 382637 "bb4297ec-c0fe-4216-b565-a8afc99eae80" "species"
"Argyrops spinifer" "長棘鯛" "LC" "v1080129" NA 382638 382638 382638 "70877d66-0ad5-4df6-a3ee-07e536435eb5" "species"
"Arielulus torquatus" "黃頸蝠" "LC" "v1080129" NA 380563 380563 380563 "aafc551d-aee2-495a-b381-2014df4a1e33" "species"
"Arius arius" "絲鰭海鯰" "LC" "v1080129" NA 383258 383258 383258 "54a67c20-f54f-4bed-a5c7-928215913789" "species"
"Arnoglossus japonicus" "日本羊舌<U+9B83>" "LC" "v1080129" NA 382694 382694 382694 "e3f09f6e-af4f-4c38-92c1-8f6f70c0db6d" "species"
"Arnoglossus macrolophus" "長冠羊舌<U+9B83>" "LC" "v1080129" NA 382695 382695 382695 "b74df24a-3e41-4e36-ae8a-8dee55c9e1b1" "species"
"Arnoglossus polyspilus" "多斑羊舌<U+9B83>" "LC" "v1080129" NA 382696 382696 382696 "866f52d6-327e-4bf8-ba0c-9d3d81726135" "species"
"Arnoglossus tenuis" "細羊舌<U+9B83>" "LC" "v1080129" NA 382697 382697 382697 "d6b1775c-cb5c-481d-8e8f-ca70021015a5" "species"
"Arothron caeruleopunctatus" "青斑叉鼻魨" "LC" "v1080129" NA 383260 383260 383260 "faf3a95b-0078-4e8c-89ae-e2c1d4971bcd" "species"
"Arothron firmamentum" "瓣叉鼻魨" "LC" "v1080129" NA 383015 383015 383015 "a4bd7515-cf1e-41e3-87f7-77ce06e18cdf" "species"
"Arothron hispidus" "紋腹叉鼻魨" "LC" "v1080129" NA 383016 383016 383016 "5ff91ca3-6ee4-4db9-9f56-c1946ab8285b" "species"
"Arothron immaculatus" "無斑叉鼻魨" "LC" "v1080129" NA 383017 383017 383017 "dff20888-f34e-4146-9109-d2adc940b4ab" "species"
"Arothron manilensis" "菲律賓叉鼻魨" "LC" "v1080129" NA 383018 383018 383018 "0a5eb4c7-ed7f-4864-8caf-755b35857f4a" "species"
"Arothron mappa" "輻紋叉鼻魨" "LC" "v1080129" NA 383019 383019 383019 "7abd75ee-96a3-42ae-841c-8feade9fdacd" "species"
"Arothron meleagris" "白點叉鼻魨" "LC" "v1080129" NA 383020 383020 383020 "45e3f50c-7ac5-4b4b-ba57-8c7cfd6b2232" "species"
"Arothron nigropunctatus" "黑斑叉鼻魨" "LC" "v1080129" NA 383021 383021 383021 "566ff5f5-6d92-491f-87db-8eeabe2c125c" "species"
"Arothron reticularis" "網紋叉鼻魨" "LC" "v1080129" NA 395414 395414 395414 "f70c7fb9-49f9-413e-89d5-c1396600cb87" "species"
"Arothron stellatus" "星斑叉鼻魨" "LC" "v1080129" NA 383022 383022 383022 "219c63a2-fb30-4ea1-900d-3a694a0d5cb2" "species"
"Aseraggodes xenicus" "外來櫛鱗鰨" "LC" "v1080129" NA 382777 382777 382777 "f07dcb85-e692-4aa8-a2ec-2ae41ddd670f" "species"
"Asio flammeus" "短耳鴞" "LC" "v1080129" NA 1023655 1023655 NA "e950df7d-5c0b-44cd-acd0-62e177f1aed1" "species"
"Asio otus" "長耳鴞" "LC" "v1080129" NA 1023656 1023656 NA "04ea905b-a40d-4e91-a7b7-3f7511129623" "species"
"Aspidontus dussumieri" "杜氏盾齒<U+9CDA>" "LC" "v1080129" NA 381395 381395 381395 "53d11588-b480-4283-926a-d45a96848489" "species"
"Aspidontus taeniatus" "縱帶盾齒<U+9CDA>" "LC" "v1080129" NA 381396 381396 381396 "609b93db-e734-44b9-b36e-73bd6660cb56" "species"
"Asterorhombus cocosensis" "菲濟角<U+9B83>" "LC" "v1080129" NA 382698 382698 382698 "9e38b91c-ab65-4229-9c1d-86288cbe3306" "species"
"Asterorhombus intermedius" "中間角<U+9B83>" "LC" "v1080129" NA 382699 382699 382699 "4314096f-c7c7-434c-8d48-2f0187d9d0a0" "species"
"Asterropteryx spinosa" "棘星塘鱧" "LC" "v1080129" NA 381716 381716 381716 "66a53a74-c2ab-4016-aafb-80e0f3366314" "species"
"Astronesthes indicus" "印度星衫魚" "LC" "v1080129" NA 383262 383262 383262 "8d02cfe5-46ae-4989-b27d-c28d454d932d" "species"
"Astronesthes indopacificus" "印太星衫魚" "LC" "v1080129" NA 383263 383263 383263 "0e9ed6c3-0f2d-439b-a3eb-6d91a87487ef" "species"
"Ateleopus japonicus" "日本軟腕魚" "LC" "v1080129" NA 380819 380819 380819 "80f54337-44a2-4dd2-b31b-565fe34cdc6b" "species"
"Atelomycterus marmoratus" "斑貓鯊" "NT" "v1080129" NA 383101 383101 383101 "099c60c9-343b-4482-9391-2ad68737b867" "species"
"Athene noctua" "縱紋腹小鴞" "LC" "v1080129" NA 1023666 1023666 NA "2fdeee3e-f5ea-46ba-bb77-aed6c8bb3d93" "species"
"Atherion elymus" "糙頭細銀漢魚" "LC" "v1080129" NA 380822 380822 380822 "4b281d0f-c4aa-410e-a744-8f468eb77f70" "species"
"Atropus atropos" "溝<U+9C3A>" "LC" "v1080129" NA 381510 381510 381510 "ad505a3b-7c31-42b8-94bf-2cb4d217e4e7" "species"
"Atrosalarias holomelas" "全黑烏<U+9CDA>" "LC" "v1080129" NA 381397 381397 381397 "8be73d68-952b-47c1-80b5-712f92b10476" "species"
"Atule mate" "遊鰭葉<U+9C3A>" "LC" "v1080129" NA 381511 381511 381511 "715205a5-86a2-40b0-a0ae-6b57bb3db4a8" "species"
"Aulacocephalus temminckii" "特氏紫鱸" "LC" "v1080129" NA 382508 382508 382508 "9a7fed0b-3ea2-4ea7-b065-52eb6f5ce6fc" "species"
"Aulostomus chinensis" "中華管口魚" "LC" "v1080129" NA 381091 381091 381091 "ead8979f-190b-4404-bc1c-67c54a7ed138" "species"
"Austrolethops wardi" "沃氏軟塘鱧" "LC" "v1080129" NA 381717 381717 381717 "3d8c682e-5b3a-476b-96a5-9ab3959d774b" "species"
"Aviceda leuphotes" "黑冠鵑隼" "LC" "v1080129" NA 1023692 1023692 NA "7e1b0fb8-65f9-4642-870c-b868e2143e72" "species"
"Avocettina infans" "喙吻鰻" "LC" "v1080129" NA 383267 383267 383267 "65d5a421-d420-4667-b558-dc59643a4a18" "species"
"Awaous melanocephalus" "黑頭阿胡<U+9C15>虎" "DD" "v1080129" NA 381718 381718 381718 "535f2da4-f79b-477a-afde-7b4b10a066f3" "species"
"Awaous ocellaris" "眼斑阿胡<U+9C15>虎" "LC" "v1080129" NA 381719 381719 381719 "d17edf11-70a8-4e6d-b824-9fd0ccac7c14" "species"
"Aythya affinis" "小斑背潛鴨" "LC" "v1080129" NA 432174 432174 432174 "bdac445c-a8b6-4915-b3cf-cea09ce6c51c" "species"
"Aythya baeri" "青頭潛鴨" "CR" "v1080129" "A2cd+3cd+4cd; C2a(ii)" 380074 380074 380074 "88627d2d-13c6-4f89-976e-a31805d01c90" "species"
"Aythya ferina" "紅頭潛鴨" "VU" "v1080129" "A2ab+3b+4ab" 380075 380075 380075 "f76d0089-0522-41ca-a311-ea1e1e0bcb37" "species"
"Aythya fuligula" "鳳頭潛鴨" "LC" "v1080129" NA 380076 380076 380076 "1f4449ea-89de-4222-8c93-c79432630bc0" "species"
"Aythya marila" "斑背潛鴨" "LC" "v1080129" NA 1023698 1023698 NA "66fc55e1-78dd-4495-af44-b27ceb9caad9" "species"
"Aythya nyroca" "白眼潛鴨" "NT" "v1080129" NA 380078 380078 380078 "33d836b8-ba00-4200-bd09-e8648e583d52" "species"
"Aythya valisineria" "帆背潛鴨" "LC" "v1080129" NA 380079 380079 380079 "d8f4a0f7-b433-4405-8e19-83384fd1ac09" "species"
"Babina adenopleura" "腹斑蛙" "LC" "v1080129" NA 380029 380029 380029 "0ca5399a-baf8-4432-9d3e-cb1bd7e777cb" "species"
"Babina okinavana" "豎琴蛙" "EN" "v1080129" "B1ab(iii,iv)+2ab(iii,iv)" 416138 416138 416138 "127088ed-624d-415b-805b-42af0057f031" "species"
"Balaenoptera acutorostrata" "小鬚鯨" "LC" "v1080129" NA 380528 380528 380528 "525d7081-7040-456a-8d28-53381a10dc44" "species"
"Balaenoptera borealis" "<U+9C2E>鯨" "EN" "v1080129" "A1abd" 380529 380529 380529 "d33826dc-a761-4b8c-a17e-862a2a2492ee" "species"
"Balaenoptera edeni" "鯷鯨" "LC" "v1080129" NA 380530 380530 380530 "304b1453-92c5-43c5-a817-227bd9aeebd1" "species"
"Balaenoptera musculus" "藍鯨" "EN" "v1080129" "A1abd" 385002 385002 385002 "2425943a-2707-4def-bbfb-76db26e4d9f1" "species"
"Balaenoptera omurai" "大村鯨" "DD" "v1080129" NA 385001 385001 385001 "39c658e8-d46d-4ffb-bde5-3df040704793" "species"
"Balaenoptera physalus" "長須鯨" "VU" "v1080129" "A1d" 380531 380531 380531 "e7e61480-ff22-42ef-8c55-ceaaef205e25" "species"
"Bambusicola sonorivox" "台灣竹雞" "LC" "v1080129" NA 419874 419874 419874 "53905e4b-a68b-4775-8504-f581229a6c0d" "species"
"Bandicota indica" "鬼鼠" "LC" "v1080129" NA 380593 380593 380593 "d7fafa45-746e-4dce-97ef-519e47407523" "species"
"Barbastella leucomelas" "寬耳蝠" "LC" "v1080129" NA 380564 380564 380564 "d7b4cff9-4cca-46bb-996d-571f37fcdd0b" "species"
"Barbonymus gonionotus" "銀高體<U+9C83>" "LC" "v1080129" NA 395479 395479 395479 "be184a11-3fbf-4178-8943-61e477b730cd" "species"
"Barbourisia rufa" "紅鬚仿鯨" "LC" "v1080129" NA 382927 382927 382927 "0ce773e1-acec-4d70-be90-1002a247bd92" "species"
"Barbuligobius boehlkei" "髯毛<U+9C15>虎" "LC" "v1080129" NA 381720 381720 381720 "3222dd2b-7298-4b8f-a277-033a0cc65cba" "species"
"Bassozetus compressus" "扁索深鼬魚" "LC" "v1080129" NA 383269 383269 383269 "c6ff84de-ff50-4b53-b80b-1198c9a4608d" "species"
"Bassozetus robustus" "壯體索深鼬魚" "LC" "v1080129" NA 383272 383272 383272 "4f2a871e-0464-4a93-b28a-481abda9c194" "species"
"Bathophilus nigerrimus" "絲鬚深巨口魚" "LC" "v1080129" NA 383274 383274 383274 "08b2079b-fbd3-4e13-870c-c967d3e4de35" "species"
"Bathycongrus retrotinctus" "網格深海糯鰻" "DD" "v1080129" NA 380718 380718 380718 "7206b7f6-d58f-4376-9731-c7ce437acca6" "species"
"Bathygobius fuscus" "褐深<U+9C15>虎" "LC" "v1080129" NA 381724 381724 381724 "1967dd73-09f6-42d5-9e1c-ca32f55fc61a" "species"
"Bathypterois atricolor" "小眼深海狗母魚" "LC" "v1080129" NA 383283 383283 383283 "5f0c3467-c6f1-406a-9d20-6eaeff4eb108" "species"
"Bathyraja isotrachys" "勻棘深海鰩" "LC" "v1080129" NA 383287 383287 383287 "57ed2796-2790-4c5c-b2ac-8811404f8652" "species"
"Bathyraja matsubarai" "松原深海鰩" "DD" "v1080129" NA 383288 383288 383288 "0da3ddf3-2864-4f8b-98a4-49fd18519b83" "species"
"Bathyraja trachouros" "糙體深海鰩" "LC" "v1080129" NA 383289 383289 383289 "a6edaf20-7298-4b55-84e9-031ca8203ce5" "species"
"Bathysaurus mollis" "尖吻深海蜥魚" "LC" "v1080129" NA 395430 395430 395430 "ddd97e5f-e47f-4012-b4af-d952367e4e1b" "species"
"Bathytroctes microlepis" "小鱗淵眼魚" "LC" "v1080129" NA 383290 383290 383290 "543b5411-af1a-4512-bb64-4b306b264af9" "species"
"Bathytyphlops marionae" "盲深海青眼魚" "LC" "v1080129" NA 395291 395291 395291 "3f3b0d7c-62f3-420e-9224-2e0749142510" "species"
"Bathyuroconger vicinus" "深海尾糯鰻" "LC" "v1080129" NA 380720 380720 380720 "d632b683-5581-403d-abdd-b91834742cd0" "species"
"Belomys pearsonii" "小鼯鼠" "DD" "v1080129" NA 1023715 1023715 NA "ab026aab-7ef7-4c35-880a-7e0d530da4e0" "species"
"Belonoperca chabanaudi" "查氏鱵鱸" "LC" "v1080129" NA 382509 382509 382509 "c45fd0c5-2322-4f70-940d-31f66183f03c" "species"
"Benthobatis yangi" "楊氏深海電<U+9C5D>" "VU" "v1080129" "A2d+4d" 383171 383171 383171 "cbc21de2-8d7e-4681-997a-85d34cee845c" "species"
"Benthodesmus tenuis" "叉尾深海帶魚" "LC" "v1080129" NA 383291 383291 383291 "adfb2fcf-68b7-4a72-a681-3eb4344fb090" "species"
"Benthosema pterotum" "七星底燈魚" "LC" "v1080129" NA 381191 381191 381191 "2a00e047-3cc8-40ab-87f7-92d40d807416" "species"
"Benthosema suborbitale" "耀眼底燈魚" "LC" "v1080129" NA 381192 381192 381192 "3fdf590d-98b8-4e9d-80f7-9302fe6dcda1" "species"
"Beryx splendens" "紅金眼鯛" "LC" "v1080129" NA 380904 380904 380904 "68b33ba8-f97e-465a-ba84-e47fbfe76c79" "species"
"Blenniella bilitonensis" "對斑真蛙<U+9CDA>" "LC" "v1080129" NA 381398 381398 381398 "a5f4fa7e-eed4-49d1-9219-c6927700065c" "species"
"Blenniella caudolineata" "尾紋真蛙<U+9CDA>" "LC" "v1080129" NA 381399 381399 381399 "a516a384-781b-4ead-a278-a3c58369b3e0" "species"
"Blenniella chrysospilos" "紅點真蛙<U+9CDA>" "LC" "v1080129" NA 381400 381400 381400 "6a92d255-c9a8-40d3-b63d-399f2d5e790a" "species"
"Blenniella interrupta" "斷紋真蛙<U+9CDA>" "LC" "v1080129" NA 381401 381401 381401 "74c35684-b171-41dd-9951-5a1d29af63e8" "species"
"Blenniella periophthalmus" "圍眼真蛙<U+9CDA>" "LC" "v1080129" NA 381402 381402 381402 "11b014c9-3981-434b-8f44-be4c6538bf18" "species"
"Bodianus anthioides" "燕尾狐鯛" "LC" "v1080129" NA 381923 381923 381923 "fe004d17-17d2-4360-8bf2-2e2d495faee8" "species"
"Bodianus axillaris" "腋斑狐鯛" "LC" "v1080129" NA 381924 381924 381924 "8f9ef4a9-de48-4349-9554-98761bc5fff2" "species"
"Bodianus bilunulatus" "雙帶狐鯛" "LC" "v1080129" NA 381925 381925 381925 "d7e7dabf-d79c-4cb8-9abb-1fbfb99e3f5c" "species"
"Bodianus bimaculatus" "雙斑狐鯛" "LC" "v1080129" NA 381926 381926 381926 "168ece72-2be7-496b-b81f-7e8fa5239b37" "species"
"Bodianus cylindriatus" "圓身狐鯛" "LC" "v1080129" NA 381927 381927 381927 "d90dae1a-2e6d-4da2-ac04-9630382b0a11" "species"
"Bodianus diana" "對斑狐鯛" "LC" "v1080129" NA 381928 381928 381928 "48c81034-a3f0-4cfd-bb90-27d182762ad3" "species"
"Bodianus izuensis" "伊津狐鯛" "DD" "v1080129" NA 381929 381929 381929 "ac77e117-0de2-436d-a8ef-0d49a6e1c620" "species"
"Bodianus leucosticticus" "點帶狐鯛" "LC" "v1080129" NA 381930 381930 381930 "f3653ecd-cff0-4e3b-b046-29f2077cf621" "species"
"Bodianus loxozonus" "斜帶狐鯛" "LC" "v1080129" NA 381931 381931 381931 "47df5d4d-3f38-4bcb-b15a-02c73863c3ac" "species"
"Bodianus masudai" "益田氏狐鯛" "LC" "v1080129" NA 381932 381932 381932 "b83302d3-510d-43a3-943d-9a5f1422314b" "species"
"Bodianus mesothorax" "中胸狐鯛" "LC" "v1080129" NA 381933 381933 381933 "f515ae82-e1ec-4fc1-a52c-5f7d4798b6eb" "species"
"Bodianus oxycephalus" "尖頭狐鯛" "DD" "v1080129" NA 381934 381934 381934 "1c6a9b51-fbf7-4d18-bfa7-f0ef6b163a8c" "species"
"Bodianus perditio" "黃斑狐鯛" "LC" "v1080129" NA 381935 381935 381935 "34044b51-ddd2-46d2-a118-b52db9d0b6ff" "species"
"Bodianus rubrisos" "紅點斑狐鯛" "DD" "v1080129" NA 395426 395426 395426 "762a3c80-e0a8-4439-9e33-cd377c4b59a2" "species"
"Bodianus tanyokidus" "無紋狐鯛" "DD" "v1080129" NA 383293 383293 383293 "be20ed74-8d4c-4611-9133-ef3ea46a5dbb" "species"
"Bodianus thoracotaeniatus" "絲鰭狐鯛" "DD" "v1080129" NA 381936 381936 381936 "1c0d1313-5b04-4cb8-b3a8-fa8c05024f97" "species"
"Boiga irregularis" "棕樹蛇" "LC" "v1080129" NA 426960 426960 426960 "8aab5301-9df7-4b82-8626-f0e9adf1fe7c" "species"
"Boiga kraepelini" "大頭蛇" "LC" "v1080129" NA 380633 380633 380633 "3befed95-7127-4a55-93e4-fb9d4625125b" "species"
"Bolbometopon muricatum" "隆頭鸚哥魚" "VU" "v1080129" "A2d" 382434 382434 382434 "139b096b-f585-4115-aa4c-8b7b81656ff3" "species"
"Bolinichthys supralateralis" "側上虹燈魚" "LC" "v1080129" NA 381194 381194 381194 "80d1ead4-7113-4ead-8974-61b68024b081" "species"
"Bombycilla garrulus" "黃連雀" "LC" "v1080129" NA 1023734 1023734 NA "15a5467b-99b5-480e-a577-621ed99091a3" "species"
"Bombycilla japonica" "朱連雀" "NT" "v1080129" NA 380309 380309 380309 "a81e0b1e-629d-4653-bcd2-ff35b786d80e" "species"
"Borostomias elucens" "掠食巨口魚" "LC" "v1080129" NA 383294 383294 383294 "ef5d0132-3db8-40e3-ab1b-0c9be94f2e68" "species"
"Bostrychus sinensis" "中華烏塘鱧" "LC" "v1080129" NA 381650 381650 381650 "3002b134-98e2-40fd-b234-7c78970bfa47" "species"
"Botaurus stellaris" "大麻鷺" "LC" "v1080129" NA 1023741 1023741 NA "355a941c-902b-4145-bab2-a09df86c5e8c" "species"
"Bothus mancus" "蒙<U+9B83>" "LC" "v1080129" NA 382700 382700 382700 "488af895-08a7-47ed-8a07-feac4093ead7" "species"
"Bothus pantherinus" "豹紋<U+9B83>" "LC" "v1080129" NA 382702 382702 382702 "51a3af77-a7ec-4ba1-878b-b50922b9bd8b" "species"
"Brachypteryx leucophris" "白喉短翅鶇" "LC" "v1080129" NA 1023750 1023750 NA "b1a00e76-2ac1-4960-9b1a-aa2b1509b6c9" "species"
"Brachypteryx montana" "小翼鶇" "LC" "v1080129" NA 1023751 1023751 NA "6c677c38-fb59-4e41-8e6c-711376abd069" "species"
"Brachysomophis longipinnis" "長鰭短體蛇鰻" "DD" "v1080129" NA 383658 383658 383658 "a911de76-392d-49f4-843e-eabbde6c15e8" "species"
"Branchiostegus japonicus" "日本馬頭魚" "LC" "v1080129" NA 382147 382147 382147 "7f33f67a-3a44-4096-910a-9a3de92a64eb" "species"
"Branta bernicla" "黑雁" "LC" "v1080129" NA 1023757 1023757 NA "8837973b-680c-4f2d-a3de-930e515a391e" "species"
"Branta hutchinsii" "小加拿大雁" "LC" "v1080129" NA 419626 419626 419626 "ca6b9f96-9a94-4e05-9c40-888a0b36a7d9" "species"
"Bregmaceros nectabanus" "銀腰海鰗鰍" "LC" "v1080129" NA 395552 395552 395552 "8e4327ca-8a0e-4ade-82dc-7badd61a6673" "species"
"Bryaninops loki" "羅氏珊瑚<U+9C15>虎" "LC" "v1080129" NA 381729 381729 381729 "42b3d69a-aa7c-47ea-881b-bf9507da672b" "species"
"Bryaninops yongei" "勇氏珊瑚<U+9C15>虎" "LC" "v1080129" NA 381731 381731 381731 "28e76164-1c9a-46a9-919c-8c82dd1b9bdb" "species"
"Bubo bubo" "鵰鴞" "LC" "v1080129" NA 1023759 1023759 NA "2fdb32ef-9f2f-4066-8e35-3a3bbef0855d" "species"
"Bubulcus ibis" "黃頭鷺" "LC" "v1080129" NA 1023761 1023761 NA "9aefd3a9-04f1-4da4-838f-d0d25e5e7d31" "species"
"Bucephala clangula" "鵲鴨" "LC" "v1080129" NA 1023763 1023763 NA "05925b5f-8eea-4296-90fd-f3e7d2eb1742" "species"
"Buergeria japonica" "日本樹蛙" "LC" "v1080129" NA 380043 380043 380043 "568ba3b8-0071-4ed7-b3ac-a6a9cb791873" "species"
"Buergeria robusta" "褐樹蛙" "LC" "v1080129" NA 380044 380044 380044 "4eecc993-1f40-4c39-a245-4943530e4fb7" "species"
"Bufo bankorensis" "盤古蟾蜍" "LC" "v1080129" NA 380021 380021 380021 "bf6a3e58-a8a5-4c76-9658-81a672faea92" "species"
"Bulbonaricus brucei" "布氏鰻海龍" "DD" "v1080129" NA 395553 395553 395553 "cde4e6e5-23aa-474c-8b76-fbaa21accba3" "species"
"Bulweria bulwerii" "穴鳥" "LC" "v1080129" NA 380199 380199 380199 "924ffd26-5810-4121-978a-f53f296075b3" "species"
"Bunaka gyrinoides" NA "LC" "v1080129" NA 395504 395504 395504 "77902664-d77f-41f5-bab0-6c93e7b4d559" "species"
"Bungarus multicinctus" "雨傘節" "LC" "v1080129" NA 380661 380661 380661 "3acaf9a3-16e8-4d2d-be7b-b1d8fa293456" "species"
"Butastur indicus" "灰面鵟鷹" "LC" "v1080129" NA 380105 380105 380105 "dff00aa5-f437-45cb-aefb-14ce0ecb9a75" "species"
"Buteo hemilasius" "大鵟" "LC" "v1080129" NA 404551 404551 404551 "3cc98484-bbf2-4c57-9300-b04ffc39ba8d" "species"
"Buteo japonicus" "東方鵟" "LC" "v1080129" NA 1023768 1023768 NA "27fbbbb9-e533-4c9b-a9a1-1e7dedf64715" "species"
"Buteo lagopus" "毛足鵟" "LC" "v1080129" NA 1023769 1023769 NA "88f50e88-227f-4ef4-984c-8ed45ce8cb85" "species"
"Butorides striata" "綠簑鷺" "LC" "v1080129" NA 1023771 1023771 NA "26113f77-ae38-48b5-aed7-34dbe49ca0e9" "species"
"Cacatua alba" "白鳳頭鸚鵡" "EN" "v1080129" "A3cd" 419413 419413 419413 "632f098f-76bb-43c3-8b1f-b7da8fbd37c0" "species"
"Cacatua galerita" "葵花鳳頭鸚鵡" "LC" "v1080129" NA 419414 419414 419414 "fd4b7847-e68c-443f-a7a5-ce7414e95767" "species"
"Cacatua goffiniana" "戈芬氏鳳頭鸚鵡" "NT" "v1080129" NA 419415 419415 419415 "f70b5c4f-b073-47c4-8ea5-a5489c5cf2e4" "species"
"Cacatua moluccensis" "鮭色鳳頭鸚鵡" "VU" "v1080129" "A2cd+3cd+4cd;C2a(ii)" 419416 419416 419416 "96d8481d-7748-4733-a64e-0e793321208f" "species"
"Cacomantis merulinus" "八聲杜鵑" "LC" "v1080129" NA 1023784 1023784 NA "3a182367-1fdb-43b9-89da-df582756fd92" "species"
"Caesio caerulaurea" "烏尾<U+9B97>" "LC" "v1080129" NA 382088 382088 382088 "faf0d6d0-0052-4ec0-8b8e-e40a2b58465c" "species"
"Caesio cuning" "黃尾烏尾<U+9B97>" "LC" "v1080129" NA 382089 382089 382089 "a970d3ed-ee27-4dd9-ad5f-28c6276e200c" "species"
"Caesio lunaris" "花尾烏尾<U+9B97>" "LC" "v1080129" NA 382090 382090 382090 "f51b8ce8-f8f9-4548-a558-a02a973fb26f" "species"
"Caesio teres" "黃藍背烏尾<U+9B97>" "LC" "v1080129" NA 382091 382091 382091 "537eec83-40be-4cd9-8d9c-5b40408c5639" "species"
