"Scientific name_IUCN" "Chinese common name" "category_IUCN" "Version" "criteria_IUCN" "tp_tid" "ra_tid" "namecode" "uuid" "rank"
"Lagenodelphis hosei" "弗氏海豚" "LC" "v1080129" NA 380537 380537 380537 "be1253ce-1c72-4d7b-ac74-936c9882a2ec" "species"
"Lagocephalus gloveri" "克氏兔頭魨" "DD" "v1080129" NA 383032 383032 383032 "a20419c7-d3cc-47c4-80c6-0b5580db826b" "species"
"Lagocephalus inermis" "黑鰓兔頭魨" "LC" "v1080129" NA 383033 383033 383033 "492d1b09-4e7a-4437-aba9-efac5daf89ae" "species"
"Lagocephalus lunaris" "月尾兔頭魨" "LC" "v1080129" NA 383034 383034 383034 "1d19d588-e0c2-4ac8-be2f-a631269eb5e2" "species"
"Lagocephalus sceleratus" "圓斑扁尾魨" "LC" "v1080129" NA 383035 383035 383035 "b54810d9-ad35-46d9-bf9b-e18e0c6969f0" "species"
"Lagocephalus spadiceus" "棕斑兔頭魨" "LC" "v1080129" NA 383036 383036 383036 "383e12c3-660a-4b9b-ac1c-518898b1f054" "species"
"Laiphognathus multimaculatus" "多斑寬頜<U+9CDA>" "LC" "v1080129" NA 381431 381431 381431 "3c5be738-deb6-4093-aa1d-f8753b0aed8b" "species"
"Lalage melaschistos" "黑翅山椒鳥" "LC" "v1080129" NA 1024589 1024589 NA "2c82c5bb-a836-4688-8ff4-faa7a1dfa887" "species"
"Lalage nigra" "黑原鵑鵙" "LC" "v1080129" NA 419644 419644 419644 "609f9bca-0862-428b-8c8a-ebf48ae4dd01" "species"
"Lamna ditropis" "太平洋鼠鯊" "LC" "v1080129" NA 395650 395650 395650 "32cd5e13-963c-4696-a20e-8531aa1c09c1" "species"
"Lampadena anomala" "糙炬燈魚" "DD" "v1080129" NA 381211 381211 381211 "a1d9374b-8af1-4f17-a4ad-9d8dba7626d1" "species"
"Lampadena luminosa" "發光炬燈魚" "LC" "v1080129" NA 381212 381212 381212 "57f45a87-5b79-4d8f-8728-8ce0afdcd568" "species"
"Lampanyctus alatus" "翼珍燈魚" "LC" "v1080129" NA 381213 381213 381213 "97bb4595-a8d4-4b63-84b6-7a614e1f6242" "species"
"Lampanyctus nobilis" "諾貝珍燈魚" "LC" "v1080129" NA 381214 381214 381214 "c26f06e6-7167-4827-a7f7-6a3415431ad4" "species"
"Lampanyctus tenuiformis" "天紐珍燈魚" "LC" "v1080129" NA 381215 381215 381215 "151a9c7e-5f14-44ea-b991-b30477eb58ae" "species"
"Lampris guttatus" "斑點月魚" "LC" "v1080129" NA 381132 381132 381132 "ea7e4eef-a0dc-4569-8cfc-dd69050487e8" "species"
"Lamprogrammus brunswigi" "布氏軟鼬魚" "LC" "v1080129" NA 383432 383432 383432 "cdb49e4e-4f0e-4ea9-973e-e9eef52d260e" "species"
"Lampropeltis getula" "加州王蛇" "LC" "v1080129" NA 417674 417674 417674 "6545cd8c-adbc-4414-8182-cb2d18edaf62" "species"
"Lamprotornis superbus" "栗頭麗椋鳥" "LC" "v1080129" NA 417816 417816 417816 "350e7f0c-5d3c-4147-8940-9f0fcf212d1e" "species"
"Lanius bucephalus" "紅頭伯勞" "LC" "v1080129" NA 1024596 1024596 NA "602a7c7f-b8b5-4a38-96b5-c12bb856383e" "species"
"Lanius collurio" "紅背伯勞" "LC" "v1080129" NA 419647 419647 419647 "160a5d8e-0117-4759-8092-756b0d699663" "species"
"Lanius collurioides" "栗背伯勞" "LC" "v1080129" NA 1024597 1024597 NA "eb8d17a5-92c5-43b6-be23-d4911618f11d" "species"
"Lanius cristatus" "紅尾伯勞" "LC" "v1080129" NA 1024598 1024598 NA "ff20ba0f-22a5-448f-b6ff-134434b50c84" "species"
"Lanius schach" "棕背伯勞" "LC" "v1080129" NA 1024599 1024599 NA "aaa14dcf-9cee-449b-890b-1e39a1f6371f" "species"
"Lanius sphenocercus" "楔尾伯勞" "LC" "v1080129" NA 1024600 1024600 NA "d8c0a6c6-24d3-4c90-b301-36fa27dc83e1" "species"
"Lanius tigrinus" "虎紋伯勞" "LC" "v1080129" NA 380371 380371 380371 "95efaad1-c5b4-4db8-b000-1021e154e622" "species"
"Larus argentatus" "織女銀鷗" "LC" "v1080129" NA 1024603 1024603 NA "07be7a80-dc74-4079-9939-47448cd94f58" "species"
"Larus canus" "海鷗" "LC" "v1080129" NA 1024604 1024604 NA "e6291a45-b2aa-41f4-9e9a-1634a9f4f75b" "species"
"Larus crassirostris" "黑尾鷗" "LC" "v1080129" NA 380171 380171 380171 "cc21f98e-2adc-4a6a-89b0-0ea32f64e734" "species"
"Larus fuscus" "小黑背鷗" "LC" "v1080129" NA 1024605 1024605 NA "718cfef1-199a-4abe-a243-8ca16b733ecb" "species"
"Larus hyperboreus" "北極鷗" "LC" "v1080129" NA 1024606 1024606 NA "8cbb2a05-2871-4e3d-97d8-c82e0d2800c8" "species"
"Larus schistisagus" "灰背鷗" "LC" "v1080129" NA 380175 380175 380175 "6eb60e12-de87-4c28-b8b8-58b4bc92352e" "species"
"Larvivora akahige" "日本歌鴝" "LC" "v1080129" NA 1024607 1024607 NA "f68f244e-2e27-4f75-a54b-bdb221b939e7" "species"
"Larvivora cyane" "藍歌鴝" "LC" "v1080129" NA 1024608 1024608 NA "b09de79f-0c7b-4411-a60e-941604415be2" "species"
"Larvivora komadori" "琉球歌鴝" "NT" "v1080129" NA 1024609 1024609 NA "68950a5d-93e1-43af-84a2-e88df8dd0276" "species"
"Larvivora sibilans" "紅尾歌鴝" "LC" "v1080129" NA 425213 425213 425213 "fb38d38d-17d0-4810-8b44-fe46a8f2867c" "species"
"Laticauda colubrina" "黃唇青斑海蛇" "LC" "v1080129" NA 380678 380678 380678 "f450930f-98b5-4dab-a5b9-ed84d2f13ed6" "species"
"Laticauda laticaudata" "黑唇青斑海蛇" "LC" "v1080129" NA 380679 380679 380679 "bf6b2263-bc5b-4bd2-84c8-c369c2f516b3" "species"
"Laticauda semifasciata" "闊帶青斑海蛇" "NT" "v1080129" NA 380680 380680 380680 "3fb85da7-dfee-4808-9b8e-6e14978b486b" "species"
"Leiognathus equulus" "短棘<U+9C0F>" "LC" "v1080129" NA 382054 382054 382054 "16e325ac-6a35-4fe1-b3b1-199fa6991ad0" "species"
"Leiothrix argentauris" "銀耳相思鳥" "LC" "v1080129" NA 432360 432360 432360 "59e13b41-f852-4e9a-968a-97f2288802f0" "species"
"Leiothrix lutea" "紅嘴相思鳥" "LC" "v1080129" NA 417886 417886 417886 "0d962ac3-9c74-446f-bfce-cc24461abf69" "species"
"Lepadichthys frenatus" "黃連鰭喉盤魚" "LC" "v1080129" NA 381693 381693 381693 "66f44ac8-604a-462f-be23-582414f0963e" "species"
"Lepidochelys olivacea" "欖蠵龜" "VU" "v1080129" "A2bd" 380617 380617 380617 "82b23908-a037-4198-b8f2-9dc5197d8493" "species"
"Lepidocybium flavobrunneum" "鱗網帶鰆" "LC" "v1080129" NA 381672 381672 381672 "37c657e1-f562-4e9e-90ce-d9d54e7ef399" "species"
"Lepidotrigla kishinouyi" "岸上氏鱗角魚" "LC" "v1080129" NA 382907 382907 382907 "56ebd039-3325-4aa4-b45a-5a7fd5d1be23" "species"
"Leptojulis lambdastigma" "頸斑尖豬魚" "DD" "v1080129" NA 381996 381996 381996 "5e820247-9310-47c6-93a5-5f0b3eba8165" "species"
"Leptojulis urostigma" "尾斑尖豬魚" "LC" "v1080129" NA 381997 381997 381997 "f13c80f8-fc63-4649-9e54-cd2e8ab467e1" "species"
"Leptoscarus vaigiensis" "纖鸚鯉" "LC" "v1080129" NA 382444 382444 382444 "e57997b7-f33b-45cd-a23f-f9b556160fca" "species"
"Lepus sinensis" "臺灣野兔" "LC" "v1080129" NA 1024634 1024634 NA "06fc3e21-c3d8-4d18-b4ee-29f3cb93f1b2" "species"
"Lestrolepis intermedia" "中間光鱗魚" "LC" "v1080129" NA 380836 380836 380836 "b942b601-86fc-4352-99bf-c88eac37e8ee" "species"
"Lethrinus atkinsoni" "阿氏龍占魚" "LC" "v1080129" NA 382067 382067 382067 "1f64634d-d2ca-4bd8-8bac-e0c6b5295982" "species"
"Lethrinus erythracanthus" "紅棘龍占魚" "LC" "v1080129" NA 382068 382068 382068 "124b64c9-833d-407a-8b3a-8476b788edb5" "species"
"Lethrinus erythropterus" "紅鰭龍占魚" "LC" "v1080129" NA 382069 382069 382069 "853e5acc-9c22-4f53-863b-ed3c20a8254e" "species"
"Lethrinus genivittatus" "絲棘龍占魚" "LC" "v1080129" NA 382070 382070 382070 "ebe01535-17e4-4db5-a329-574b68182fd8" "species"
"Lethrinus harak" "單斑龍占魚" "LC" "v1080129" NA 382072 382072 382072 "7d81fe2a-593f-4430-9d20-c3ad6261eeeb" "species"
"Lethrinus lentjan" "烏帽龍占魚" "LC" "v1080129" NA 382073 382073 382073 "9be3871f-6a4f-42c7-af6e-c5756131672c" "species"
"Lethrinus miniatus" "長吻龍占魚" "LC" "v1080129" NA 395634 395634 395634 "1b7b9376-88a2-4ef6-bc9b-9672db8cc33d" "species"
"Lethrinus nebulosus" "青嘴龍占魚" "LC" "v1080129" NA 382074 382074 382074 "85fa0f3e-44a7-489e-8d73-956034288f44" "species"
"Lethrinus obsoletus" "橘帶龍占魚" "LC" "v1080129" NA 383439 383439 383439 "6d795c59-9206-47fe-803c-d4aa1b6518b5" "species"
"Lethrinus olivaceus" "尖吻龍占魚" "LC" "v1080129" NA 382075 382075 382075 "b047fe10-6549-4e41-97bd-605ce9cb6def" "species"
"Lethrinus ornatus" "黃帶龍占魚" "LC" "v1080129" NA 382076 382076 382076 "8e86ee06-f30f-41da-bcd4-5060b157c4b6" "species"
"Lethrinus reticulatus" "網紋龍占魚" "LC" "v1080129" NA 382077 382077 382077 "a6fa46e0-12e9-4db7-8890-192873703267" "species"
"Lethrinus rubrioperculatus" "紅鰓龍占魚" "LC" "v1080129" NA 382078 382078 382078 "b3e3bb32-34b4-425e-89c1-d9f722629efd" "species"
"Lethrinus semicinctus" "半帶龍占魚" "LC" "v1080129" NA 382079 382079 382079 "9ad532fd-8803-44ce-8a2c-cc6a7ccff5fe" "species"
"Lethrinus variegatus" "雜色龍占魚" "LC" "v1080129" NA 382080 382080 382080 "857d129e-79cb-4e48-b2f2-4981005a3282" "species"
"Lethrinus xanthochilus" "黃唇龍占魚" "LC" "v1080129" NA 382081 382081 382081 "88e2364e-02c8-421c-8b87-5172b77256ec" "species"
"Leucogeranus leucogeranus" "白鶴" "CR" "v1080129" "A3bcd" 432194 432194 432194 "251368bf-574e-4e61-8fff-b77abe6f4370" "species"
"Limnichthys fasciatus" "橫帶沙<U+9C5A>" "LC" "v1080129" NA 381639 381639 381639 "1b195805-cef6-40d3-ab34-1b1551a4849f" "species"
"Limnichthys nitidus" "沙<U+9C5A>" "LC" "v1080129" NA 381640 381640 381640 "7c8c1af7-1a7f-4149-a66e-364a2e3be179" "species"
"Limnodromus scolopaceus" "長嘴半蹼鷸" "LC" "v1080129" NA 380229 380229 380229 "cd167c34-7d76-47fa-b6dc-6dbe87ea59f8" "species"
"Limnodromus semipalmatus" "半蹼鷸" "NT" "v1080129" NA 380230 380230 380230 "7ed678a8-0a45-462f-a17f-7e33832907be" "species"
"Limnonectes fujianensis" "福建大頭蛙" "LC" "v1080129" NA 380032 380032 380032 "4e683882-5eee-4650-869c-daf7328a1f06" "species"
"Limosa lapponica" "斑尾鷸" "NT" "v1080129" NA 1024658 1024658 NA "0f11f4ca-c4f7-46c0-9c9e-11e58d0d4912" "species"
"Limosa limosa" "黑尾鷸" "NT" "v1080129" NA 1024659 1024659 NA "ff6050fa-cdd6-4ed1-9fcc-b7669c86a1b5" "species"
"Liocichla steerii" "黃胸藪眉" "LC" "v1080129" NA 380468 380468 380468 "b3ebff46-3b98-4252-aaaf-5bb401ab46cd" "species"
"Liopropoma erythraeum" "黑緣長鱸" "LC" "v1080129" NA 395329 395329 395329 "5ff64281-cbdd-47a0-9fa5-c1463c35adf3" "species"
"Liopropoma japonicum" "日本長鱸" "LC" "v1080129" NA 382571 382571 382571 "8367b1e4-f935-446e-8ae4-e27b1d3d44ea" "species"
"Liopropoma latifasciatum" "寬帶長鱸" "LC" "v1080129" NA 382572 382572 382572 "32ef79de-93d7-40f3-92b9-9477b924a495" "species"
"Liopropoma maculatum" "斑長鱸" "LC" "v1080129" NA 395536 395536 395536 "cf836d6c-a314-47af-94f0-556a0ee4e2e5" "species"
"Liopropoma pallidum" "蒼白長鱸" "LC" "v1080129" NA 383441 383441 383441 "19ac882f-df84-4c1a-a080-fdafc478c83e" "species"
"Liopropoma susumi" "孫氏長鱸" "LC" "v1080129" NA 382573 382573 382573 "caca0529-2639-4398-a8c3-cce3566682b6" "species"
"Lipocheilus carnolabrum" "葉唇笛鯛" "LC" "v1080129" NA 382096 382096 382096 "3bc91129-d38e-4017-bfd3-1c434fcb191d" "species"
"Lithobates catesbeianus" "美洲牛蛙" "LC" "v1080129" NA 417669 417669 417669 "ff912a9f-c4d4-4b83-aed2-1da3c462b9b2" "species"
"Lobianchia gemellarii" "吉氏葉燈魚" "LC" "v1080129" NA 381217 381217 381217 "6b0ea6ee-ee61-4467-ba64-af66405b96be" "species"
"Lobotes surinamensis" "松鯛" "LC" "v1080129" NA 382084 382084 382084 "a8ab3a59-c498-40b0-9035-cceb748f733e" "species"
"Locustella alishanensis" "臺灣叢樹鶯" "LC" "v1080129" NA 428588 428588 428588 "afff8ca8-60e5-408f-b56b-18913d053c3a" "species"
"Locustella amnicola" "庫頁島蝗鶯" "LC" "v1080129" NA 419838 419838 419838 "82d7176f-97e9-41bb-b8f6-54d0d06eb560" "species"
"Locustella certhiola" "小蝗鶯" "LC" "v1080129" NA 1024672 1024672 NA "73d95a5d-eb55-45b1-b371-8cc9a0abf823" "species"
"Locustella fasciolata" "蒼眉蝗鶯" "LC" "v1080129" NA 421137 421137 421137 "5bd8e15c-1d72-452b-8f46-93285cc45408" "species"
"Locustella lanceolata" "茅斑蝗鶯" "LC" "v1080129" NA 1024673 1024673 NA "2c73e411-84f7-4a93-aa74-3c5e89f46781" "species"
"Locustella ochotensis" "北蝗鶯" "LC" "v1080129" NA 1024674 1024674 NA "43b353db-13b1-4f14-b6a8-005a29be1789" "species"
"Locustella pleskei" "史氏蝗鶯" "VU" "v1080129" "C2a(i)" 404599 404599 404599 "6522d339-ae75-4202-8bfa-a09b94dcd662" "species"
"Lonchura atricapilla" "黑頭文鳥" "LC" "v1080129" NA 1024676 1024676 NA "f3d89a59-01a5-4c8a-bff2-12d103301bc8" "species"
"Lonchura maja" "白頭文鳥" "LC" "v1080129" NA 419422 419422 419422 "9213afea-3c2d-4c88-a59e-84b7ee6a8557" "species"
"Lonchura oryzivora" "爪哇雀" "EN" "v1080129" "C2a(i)" 431228 431228 431228 "4ee8b393-0321-443c-9243-6456ce0478f8" "species"
"Lonchura punctulata" "斑文鳥" "LC" "v1080129" NA 1024677 1024677 NA "e37fd4e8-49de-4516-a446-c5782535d5d1" "species"
"Lonchura striata" "白腰文鳥" "LC" "v1080129" NA 1024678 1024678 NA "63cad33a-13d4-495e-953c-ef72db7f31f8" "species"
"Lophodolos indicus" "印度冠<U+9B9F><U+9C47>" "LC" "v1080129" NA 381173 381173 381173 "d364ed8e-a0eb-4ed4-981f-dbbe5f486998" "species"
"Lophura nycthemera" "白鷴" "LC" "v1080129" NA 432357 432357 432357 "4e63cdc6-0b09-43da-91f9-85f64918e416" "species"
"Lophura swinhoii" "藍腹鷴" "NT" "v1080129" NA 380289 380289 380289 "ef457bab-7f1f-4313-8282-75084241c775" "species"
"Loxodon macrorhinus" "廣鼻彎齒鯊" "LC" "v1080129" NA 383083 383083 383083 "13725170-02dc-4bd6-89c0-53fab784485f" "species"
"Luposicya lupus" "狼牙雙盤<U+9C15>虎" "LC" "v1080129" NA 383447 383447 383447 "b4216282-5026-42bb-a02f-a8055418e454" "species"
"Lutjanus argentimaculatus" "銀紋笛鯛" "LC" "v1080129" NA 382097 382097 382097 "64bd36aa-0ac1-45d2-93c5-231436db9b41" "species"
"Lutjanus bohar" "白斑笛鯛" "LC" "v1080129" NA 382099 382099 382099 "323e0dfa-0ab4-4cd1-94ac-bc17f7d339c0" "species"
"Lutjanus boutton" "藍帶笛鯛" "LC" "v1080129" NA 382100 382100 382100 "69cccd39-ece3-4620-8ba0-2527755e0027" "species"
"Lutjanus decussatus" "交叉笛鯛" "LC" "v1080129" NA 382102 382102 382102 "d2c4f12b-0956-4725-b163-30aff152a12e" "species"
"Lutjanus ehrenbergii" "埃氏笛鯛" "LC" "v1080129" NA 382104 382104 382104 "a8c567f9-2b33-482c-a75e-598546137afe" "species"
"Lutjanus fulviflamma" "火斑笛鯛" "LC" "v1080129" NA 382106 382106 382106 "9fb27153-2de1-44cf-87a4-6c76133a5d7b" "species"
"Lutjanus fulvus" "黃足笛鯛" "LC" "v1080129" NA 382107 382107 382107 "3785f62f-9e16-4bea-a203-0151ca23ee2e" "species"
"Lutjanus gibbus" "隆背笛鯛" "LC" "v1080129" NA 382108 382108 382108 "e7aa7b3d-0ee1-4216-ada1-af1b1fb3e97c" "species"
"Lutjanus johnii" "約氏笛鯛" "LC" "v1080129" NA 382109 382109 382109 "56b12b6a-c33a-430e-bc71-02f090bc2a8e" "species"
"Lutjanus kasmira" "四線笛鯛" "LC" "v1080129" NA 382110 382110 382110 "665f1c50-44b6-4e17-85e9-43a9e217d2fc" "species"
"Lutjanus lunulatus" "月尾笛鯛" "LC" "v1080129" NA 383636 383636 383636 "f3b9a5e4-4696-4ddd-b859-7724adb23a91" "species"
"Lutjanus lutjanus" "正笛鯛" "LC" "v1080129" NA 382111 382111 382111 "91f3592d-c2e2-4732-8cec-7f1cfb05d747" "species"
"Lutjanus monostigma" "單斑笛鯛" "LC" "v1080129" NA 382114 382114 382114 "d477cbb7-b72a-4603-ae88-eb09f0b9d77a" "species"
"Lutjanus quinquelineatus" "五線笛鯛" "LC" "v1080129" NA 382116 382116 382116 "bfbe580d-d251-4f82-a42e-0fb9ea959811" "species"
"Lutjanus rivulatus" "海雞母笛鯛" "LC" "v1080129" NA 382117 382117 382117 "aafc54ed-f3e6-4f1d-b8ed-4e8a7b2d37f5" "species"
"Lutjanus rufolineatus" "紅紋笛鯛" "LC" "v1080129" NA 395341 395341 395341 "e4d1c8e5-a098-4f85-aeab-3f274b426911" "species"
"Lutjanus russellii" "勒氏笛鯛" "LC" "v1080129" NA 382118 382118 382118 "afa6bdd8-6e69-4fcf-8830-d249ce3c29e3" "species"
"Lutjanus sebae" "川紋笛鯛" "LC" "v1080129" NA 382119 382119 382119 "ccfdcb60-3219-4aec-ae40-e148574f338f" "species"
"Lutjanus vitta" "縱帶笛鯛" "LC" "v1080129" NA 382121 382121 382121 "63340c51-4605-40b6-974c-23b22b0b1528" "species"
"Lutra lutra" "水獺" "NT" "v1080129" NA 1024697 1024697 NA "f8947246-6152-439c-9a67-a6b1422941b4" "species"
"Lycodon rufozonatus" "紅斑蛇" "LC" "v1080129" NA 380636 380636 380636 "a8553e83-ae11-49e0-9867-0cfb0fe2a6e0" "species"
"Lycodon ruhstrati" "白梅花蛇" "LC" "v1080129" NA 380644 380644 380644 "1bc162c5-fbaf-4be3-b925-843da235a6b6" "species"
"Lymnocryptes minimus" "小鷸" "LC" "v1080129" NA 380233 380233 380233 "63b6c44a-3491-49ca-9f36-8605c7378d4b" "species"
"Macaca cyclopis" "臺灣獼猴" "LC" "v1080129" NA 380590 380590 380590 "1ef26ce6-3221-41a6-bd30-46ce27bf49c6" "species"
"Machlolophus holsti" "黃山雀" "NT" "v1080129" NA 432368 432368 432368 "ccab507a-b6e1-4063-9252-9c9318aaf524" "species"
"Macolor macularis" "斑點羽鰓笛鯛" "LC" "v1080129" NA 382122 382122 382122 "6e287e11-718b-44fb-a7f2-5edd61175ade" "species"
"Macolor niger" "黑背羽鰓笛鯛" "LC" "v1080129" NA 382123 382123 382123 "e4010a31-b647-433f-b8a2-1603f5ed255d" "species"
"Macrodontogobius wilburi" "威氏壯牙<U+9C15>虎" "LC" "v1080129" NA 395455 395455 395455 "766aff55-a318-4c0d-b59e-e672ae2b44e7" "species"
"Macropharyngodon meleagris" "珠斑大咽齒鯛" "LC" "v1080129" NA 381998 381998 381998 "56086e98-044d-4148-9c9e-12cf73a6123b" "species"
"Macropharyngodon moyeri" "莫氏大咽齒鯛" "LC" "v1080129" NA 381999 381999 381999 "cba29628-9758-4176-ad7f-2851f08094e3" "species"
"Macropharyngodon negrosensis" "黑大咽齒鯛" "LC" "v1080129" NA 382000 382000 382000 "d0aa6d18-71c7-4b0a-bb5a-e6c3436f49ae" "species"
"Macropisthodon rudis" "擬龜殼花" "LC" "v1080129" NA 380645 380645 380645 "47978396-8340-4201-a766-c3c79e9bd4c1" "species"
"Macropodus opercularis" "蓋斑鬥魚" "LC" "v1080129" NA 381391 381391 381391 "85ed0f4f-a781-45b9-93ad-66969a5be55a" "species"
"Macropygia tenuirostris" "長尾鳩" "LC" "v1080129" NA 1024716 1024716 NA "43ae38ec-0091-45b8-ab7d-a10d1d3cd430" "species"
"Macropygia unchall" "斑尾鵑鳩" "LC" "v1080129" NA 1024717 1024717 NA "a1f91045-705c-48ea-a26f-09330e51efe3" "species"
"Macroramphosus scolopax" "鷸嘴魚" "LC" "v1080129" NA 381096 381096 381096 "aca2e7c1-bda4-47fe-a7ec-a5fb4794fe4d" "species"
"Mahidolia mystacina" "大口巨頜<U+9C15>虎" "LC" "v1080129" NA 381805 381805 381805 "efe56e14-de54-43c5-a58a-c7d148eccbfb" "species"
"Makaira nigricans" "黑皮旗魚" "VU" "v1080129" "A2bd" 382689 382689 382689 "9a02551b-69d9-455c-b9e7-ed70156090fc" "species"
"Malaclemys terrapin" "鑽紋龜" "NT" "v1080129" NA 418346 418346 418346 "3eaeb37f-ae03-4a8f-8fc5-5af6a39fd2b7" "species"
"Malacocephalus laevis" "滑軟首鱈" "LC" "v1080129" NA 381073 381073 381073 "1d73354d-cc28-4566-8d00-0b75f27718f9" "species"
"Malacosteus niger" "黑柔骨魚" "LC" "v1080129" NA 383450 383450 383450 "de205971-aee6-4e51-9ea9-cd723698ba86" "species"
"Manis pentadactyla" "穿山甲" "CR" "v1080129" "A2d+3d+4d" 1024731 1024731 NA "12893a44-eca8-44a1-955f-970705f53bc4" "species"
"Martes flavigula" "黃喉貂" "LC" "v1080129" NA 1024735 1024735 NA "53c48060-9365-4028-92bb-cc8245f59881" "species"
"Masturus lanceolatus" "矛尾翻車魨" "LC" "v1080129" NA 382982 382982 382982 "f11dbeb1-fda9-4249-90da-4ddfa487cae1" "species"
"Mauremys japonica" "日本石龜" "NT" "v1080129" NA 417641 417641 417641 "b09551a8-b711-4cde-bc58-444a41e633d7" "species"
"Mauremys mutica" "柴棺龜" "EN" "v1080129" "A1cd+2cd" 380612 380612 380612 "4b94bfc5-86cf-4c04-a358-83da85980619" "species"
"Mauremys reevesii" "金龜" "EN" "v1080129" "A2bcd+4bcd" 380610 380610 380610 "a1148186-eaa1-482a-931f-7b26c9d96a7a" "species"
"Mauremys sinensis" "斑龜" "EN" "v1080129" "A1cd" 421741 421741 421741 "3d145d1d-f9b2-47fd-99fc-f047b10cd560" "species"
"Megachasma pelagios" "巨口鯊" "LC" "v1080129" NA 383455 383455 383455 "8f29679e-d54f-4f83-8717-f580e76da587" "species"
"Megalaspis cordyla" "大甲<U+9C3A>" "LC" "v1080129" NA 381540 381540 381540 "31bb6c2f-6187-41fa-bc78-20a353195e3d" "species"
"Megalobrama amblycephala" "團頭魴" "LC" "v1080129" NA 381015 381015 381015 "caceac93-e49d-48bf-b132-65eab086de6e" "species"
"Megalops cyprinoides" "大海鰱" "DD" "v1080129" NA 381038 381038 381038 "4eeec1ab-2c66-4f13-b2e2-134b720232d0" "species"
"Megaptera novaeangliae" "大翅鯨" "LC" "v1080129" NA 380532 380532 380532 "6358b5a1-3a1b-4354-a9cb-72a77a7cb3eb" "species"
"Meiacanthus atrodorsalis" "金鰭稀棘<U+9CDA>" "LC" "v1080129" NA 381432 381432 381432 "69be305a-e097-4e5c-b876-4478b564f63d" "species"
"Meiacanthus grammistes" "黑帶稀棘<U+9CDA>" "LC" "v1080129" NA 381433 381433 381433 "603bcd20-902e-4d99-ab48-c99a7c94b914" "species"
"Meiacanthus kamoharai" "淺帶稀棘<U+9CDA>" "LC" "v1080129" NA 395374 395374 395374 "cdc2dba1-08b9-4a6d-890d-9a87e43bedc7" "species"
"Melanocetus johnsonii" "約氏黑<U+9B9F><U+9C47>" "LC" "v1080129" NA 381161 381161 381161 "0dfe7cb0-7078-486b-94ea-f4d50865a648" "species"
"Melanocetus murrayi" "短柄黑<U+9B9F><U+9C47>" "LC" "v1080129" NA 381162 381162 381162 "ad53103f-10c3-4398-8892-ba427b316fe0" "species"
"Melanocorypha mongolica" "蒙古百靈" "LC" "v1080129" NA 432280 432280 432280 "e0364169-2f7c-4808-9212-528821d94a97" "species"
"Melanolagus bericoides" "黑淵鮭" "LC" "v1080129" NA 383610 383610 383610 "63d46236-9185-4a24-ad69-eea538055c74" "species"
"Melanostomias melanops" "大眼黑巨口魚" "LC" "v1080129" NA 383456 383456 383456 "0f2c0b0b-c7ac-4e5c-be2f-daf3170c3fc1" "species"
"Melanostomias valdiviae" "瓦氏黑巨口魚" "LC" "v1080129" NA 395266 395266 395266 "ee444991-890e-4d35-b362-ce0dded98c65" "species"
"Melogale moschata" "鼬<U+8C9B>" "LC" "v1080129" NA 1024766 1024766 NA "adab0bac-34a0-4d24-8e4e-7b0336ff1df7" "species"
"Mergellus albellus" "白秋沙" "LC" "v1080129" NA 380085 380085 380085 "ce9febd3-4f98-40d5-9193-67005e9d04b2" "species"
"Mergus merganser" "川秋沙" "LC" "v1080129" NA 1024768 1024768 NA "481aa8d1-c12a-4f99-bebc-20fde270933a" "species"
"Mergus serrator" "紅胸秋沙" "LC" "v1080129" NA 380087 380087 380087 "5fc4ccd8-51a7-45fd-baad-605fc68f3b9c" "species"
"Mergus squamatus" "唐秋沙" "EN" "v1080129" "C2a(ii)" 380088 380088 380088 "629ea7b1-f65a-4df0-95be-0494829346d8" "species"
"Merops ornatus" "彩虹蜂虎" "LC" "v1080129" NA 404608 404608 404608 "3c90f9c5-ff01-4745-a870-8aa0d3fcda66" "species"
"Merops philippinus" "栗喉蜂虎" "LC" "v1080129" NA 419642 419642 419642 "65581355-a257-4b69-9ca3-f780ef8df44b" "species"
"Merops viridis" "藍喉蜂虎" "LC" "v1080129" NA 432256 432256 432256 "bfd3c047-7bba-4e33-b3dd-e84deef14e8a" "species"
"Mesoplodon densirostris" "柏氏中喙鯨" "DD" "v1080129" NA 380554 380554 380554 "ce68a0a5-7884-4ccd-a227-3a1a3699d907" "species"
"Mesoplodon ginkgodens" "銀杏齒中喙鯨" "DD" "v1080129" NA 380555 380555 380555 "ba532919-8c78-44dd-9230-77524d89c913" "species"
"Mesopristes argenteus" "銀身中鋸<U+9BFB>" "LC" "v1080129" NA 382656 382656 382656 "e24dd1e1-acd2-4e50-932f-a175043df132" "species"
"Mesopristes cancellatus" "格紋中鋸<U+9BFB>" "LC" "v1080129" NA 382657 382657 382657 "ea07fa06-fe7d-4508-9197-f7d3c46a0fa6" "species"
"Metzia formosae" "臺灣梅氏<U+9BFF>" "LC" "v1080129" NA 381023 381023 381023 "e49be715-553a-4e2c-844e-48337d474042" "species"
"Microhyla butleri" "巴氏小雨蛙" "LC" "v1080129" NA 380025 380025 380025 "a0499d8b-42ee-4fd4-ab4a-f60138d4ed07" "species"
"Microhyla fissipes" "小雨蛙" "LC" "v1080129" NA 416174 416174 416174 "4d6b83ff-b8c9-43a5-af53-08016a57f045" "species"
